ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΘΡΑΨΑΝΙΩΤΗΣ ΕΜΜΑΝΟΥΗΛ του Μιχαήλ,ΚΑΖΑΜΙΑ ΕΙΡΗΝΗ του Εμμανουήλ,ΠΛΑΚΑΝΤΩΝΑΚΗΣ ΝΙΚΟΛΑΟΣ του Παναγιώτη,ΣΤΑΥΡΑΚΑΚΗ - ΛΟΥΤΡΙΑΝΑΚΗ ΧΡΥΣΗ του Δημητρίου,Νέα Δημοκρατία,ΛΑΓΚΩΝΑΚΗ ΜΑΡΙΑ (ΜΑΙΡΗ) του Εμμανουήλ,ΠΑΠΑΒΑΣΙΛΕΙΟΥ ΝΕΚΤΑΡΙΟΣ του Θεόφιλου,ΠΑΠΑΚΑΛΟΥΣΗ - ΔΙΑΛΥΝΑ ΜΑΡΙΑ (ΜΑΙΡΗ) του Αχιλλέα,ΠΛΑΚΙΩΤΑΚΗΣ ΙΩΑΝΝΗΣ του Ιωσήφ,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΣΥΚΙΩΤΑΚΗΣ ΙΩΑΝΝΗΣ του Γεωργίου ,ΣΥΜΕΩΝΑΚΗ ΣΤΕΦΑΝΙΑ του Χριστόφορου,Κίνημα Αλλαγής,ΑΝΔΡΟΥΛΑΚΗ ΑΝΑΣΤΑΣΙΑ (ΣΟΥΛΑ) του Νικολάου,ΕΙΚΟΣΙΠΕΝΤΑΚΗΣ ΘΕΟΦΑΝΗΣ (ΦΑΝΗΣ) του Αντωνίου,ΚΛΩΝΤΖΑΣ ΕΜΜΑΝΟΥΗΛ του Μιχαήλ,ΨΥΛΛΙΝΑΚΗ - ΜΑΓΟΥΛΗ ΘΕΟΚΛΕΙΑ (ΚΛΑΙΡΗ) του Μιχαήλ,Κ.Κ.Ε.,ΑΒΔΗ ΕΛΕΝΗ του Ρωμύλου,ΔΑΛΑΒΕΡΟΥ - ΚΑΡΥΔΗ ΕΙΡΗΝΗ του Ιωάννη,ΣΠΗΛΙΑΡΩΤΗΣ ΓΕΩΡΓΙΟΣ του Νικολάου,ΣΥΜΕΩΝΙΔΗΣ ΣΥΜΕΩΝ του Κωνσταντίνου,Ένωση Κεντρώων,ΑΠΟΣΤΟΛΙΔΟΥ ΒΑΣΙΛΕΙΑ του Χαραλάμπους,ΑΡΜΕΝΑΚΗΣ ΜΑΡΚΟΣ του Νικολάου,ΚΑΠΑΝΤΑΪΔΑΚΗ ΠΑΝΑΓΙΩΤΑ του Χαραλάμπους,Ο.Κ.Δ.Ε.,ΚΤΙΣΤΑΚΗ ΜΑΡΙΑ του Γεωργίου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΚΕΡΟΥΛΗΣ ΕΜΜΑΝΟΥΗΛ του Ιωάννη,ΤΖΙΚΑ ΕΛΕΝΗ του Ιωάννη,Ελλήνων Συνέλευσις,ΒΑΣΙΛΑΚΗ ΜΑΡΙΑ του Κωνσταντίνου,ΚΟΥΝΔΟΥΡΑΚΗΣ ΜΑΡΙΟΣ του Γεωργίου,ΠΕΔΙΑΔΙΤΗΣ ΜΙΧΑΗΛ του Γεωργίου,ΣΙΑΓΚΑ ΕΥΑΓΓΕΛΙΑ του Σταμάτη,Ελληνική Λύση - Κ. Βελόπουλος,ΓΕΝΕΙΑΤΑΚΗΣ ΙΩΑΝΝΗΣ του Νικολάου,ΞΕΡΑΚΗ ΠΑΡΘΕΝΑ του Βασιλείου,Κ.Κ.Ε. (μ-λ),ΔΕΛΟΓΚΟΣ ΘΕΟΔΩΡΟΣ του Ευστρατίου,ΠΑΞΙΜΑΔΑΚΗ ΚΑΛΛΙΟΠΗ του Επαμεινώνδα,Μ-Λ Κ.Κ.Ε.,ΚΟΡΝΑΡΟΣ ΜΙΛΤΙΑΔΗΣ του Γεωργίου,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΓΙΑΝΝΙΚΑΚΗ ΠΑΝΑΓΙΩΤΑ του Ιωάννη,ΕΥΑΓΓΕΛΙΔΑΚΗΣ ΑΓΓΕΛΟΣ του Ιωάννη,ΚΟΥΤΑΝΗ ΜΑΡΙΑ του Γεωργίου,ΜΑΥΡΙΚΑΚΗΣ ΕΜΜΑΝΟΥΗΛ του Ιωάννη,Λαϊκή Ενότητα,ΜΑΡΚΑΚΗΣ ΕΜΜΑΝΟΥΗΛ του Συμεών,ΧΡΙΣΤΟΔΟΥΛΟΠΟΥΛΟΥ ΚΑΛΛΙΟΠΗ (ΚΑΛΗ) του Χρήστου,ΜέΡΑ25,ΖΩΓΡΑΦΑΚΗΣ ΔΗΜΗΤΡΙΟΣ του Ιωάννη,ΜΠΟΥΡΛΑΚΗ - ΚΥΡΟΥΔΗ ΝΕΦΕΛΗ του Παράσχου,Δημιουργία ξανά - Θ. Τζήμερος,ΑΝΔΡΟΥΛΙΔΑΚΗΣ ΜΑΤΘΑΙΟΣ του Γεωργίου,ΜΑΥΡΟΥ ΕΛΕΝΗ του Δημητρίου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΚΡΥΣΤΑΛΑΝΤΟΥ ΠΟΛΥΞΕΝΗ του Αναστασίου
56 - Λασιθίου,119 E.T. Δήμου Οροπεδίου Λασιθίου,105,65,2,2,4,61,22,15,2,0,2,26,3,5,8,9,0,0,0,3,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2,0
56 - Λασιθίου,120 E.T. Δήμου Οροπεδίου Λασιθίου,94,57,2,0,2,55,19,11,1,0,2,11,1,1,0,8,0,0,0,13,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
56 - Λασιθίου,121 E.T. Δήμου Οροπεδίου Λασιθίου,203,118,0,2,2,116,39,31,2,1,1,22,4,1,0,10,1,0,0,14,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
56 - Λασιθίου,122 E.T. Δήμου Οροπεδίου Λασιθίου,261,140,2,1,3,137,65,39,3,7,2,36,13,5,0,14,1,0,0,18,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
56 - Λασιθίου,123 E.T. Δήμου Οροπεδίου Λασιθίου,318,206,2,4,6,200,69,21,2,13,12,83,11,4,4,42,0,0,0,36,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0
56 - Λασιθίου,124 E.T. Δήμου Οροπεδίου Λασιθίου,366,232,3,0,3,229,87,32,3,10,18,83,7,7,8,51,1,0,0,36,0,0,0,0,15,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0
56 - Λασιθίου,125 E.T. Δήμου Οροπεδίου Λασιθίου,353,218,2,0,2,216,70,35,9,7,4,90,23,13,2,47,3,0,0,39,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,1,0,0,0,0
56 - Λασιθίου,126 E.T. Δήμου Σητείας,548,384,5,1,6,378,114,7,19,84,2,166,3,40,1,120,5,0,0,39,0,0,0,0,10,0,0,0,0,7,0,0,0,0,0,1,0,0,4,0,0,0,0,12,0,0,0,0,0,0,0,6,0,0,0,0,2,0,0,6,0,0,2,0,0,4,0
56 - Λασιθίου,127 E.T. Δήμου Σητείας,526,350,3,1,4,346,133,14,25,73,2,114,3,28,0,74,3,0,0,43,0,0,0,0,9,0,0,0,0,6,0,0,0,0,0,0,0,0,2,0,0,0,0,14,0,0,1,0,0,0,0,2,0,0,0,0,3,0,0,4,0,0,3,0,0,9,0
56 - Λασιθίου,128 E.T. Δήμου Σητείας,523,310,2,3,5,305,127,9,30,65,1,102,1,11,0,85,8,0,0,29,0,0,0,0,9,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,5,0,0,2,0,0,6,0
56 - Λασιθίου,129 E.T. Δήμου Σητείας,541,336,4,2,6,330,117,13,29,62,3,112,2,29,2,74,5,0,0,40,0,0,0,0,10,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,14,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,13,0,0,6,0,0,6,0
56 - Λασιθίου,130 E.T. Δήμου Σητείας,516,318,6,5,11,307,130,11,17,84,2,89,2,19,1,65,4,0,0,36,0,0,0,0,11,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,8,0,0,5,0,0,6,0
56 - Λασιθίου,131 E.T. Δήμου Σητείας,507,308,8,2,10,298,129,16,23,71,3,101,1,28,4,60,2,0,0,30,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,10,0,0,1,0,0,5,0
56 - Λασιθίου,132 E.T. Δήμου Σητείας,534,339,3,2,5,334,139,7,28,75,2,118,1,29,2,69,6,0,0,31,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,4,0,0,0,0,1,0,0,10,0,0,0,0,0,6,0
56 - Λασιθίου,133 E.T. Δήμου Σητείας,555,337,4,2,6,331,145,15,30,74,4,97,3,18,0,72,5,0,0,42,0,0,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,9,0,0,6,0,0,7,0
56 - Λασιθίου,134 E.T. Δήμου Σητείας,563,349,3,2,5,344,123,10,22,66,7,130,4,33,1,80,4,0,0,37,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0,5,0,0,3,0,0,11,0
56 - Λασιθίου,135 E.T. Δήμου Σητείας,567,384,2,4,6,378,146,20,31,80,1,126,0,32,1,86,4,0,0,39,0,0,0,0,10,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,11,0,0,0,0,0,23,0
56 - Λασιθίου,136 E.T. Δήμου Σητείας,541,338,6,2,8,330,156,6,20,102,2,96,1,21,2,67,4,0,0,32,0,0,0,0,7,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,9,0,0,3,0,0,3,0
56 - Λασιθίου,137 E.T. Δήμου Σητείας,562,368,8,4,12,356,136,15,27,75,2,136,0,17,2,107,5,0,0,27,0,0,0,0,14,0,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,16,0,0,0,0,0,6,0
56 - Λασιθίου,138 E.T. Δήμου Σητείας,542,360,4,1,5,355,138,3,25,83,3,121,2,22,1,84,1,0,0,44,0,0,0,0,12,0,0,0,0,4,0,0,0,0,0,1,0,0,2,0,0,0,0,5,0,0,2,0,0,1,0,3,0,0,0,0,0,0,0,11,0,0,1,0,0,9,0
56 - Λασιθίου,139 E.T. Δήμου Σητείας,547,324,2,4,6,318,125,8,29,65,0,94,1,20,1,67,6,0,0,43,0,0,0,0,14,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,7,0,0,7,0
56 - Λασιθίου,140 E.T. Δήμου Σητείας,189,119,1,1,2,117,47,3,3,36,1,32,0,6,0,24,0,0,0,27,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,4,0,0,0,0,0,2,0
56 - Λασιθίου,141 E.T. Δήμου Σητείας,328,219,0,2,2,217,86,5,11,53,2,87,0,11,0,70,5,0,0,20,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,1,0,0,1,0
56 - Λασιθίου,142 E.T. Δήμου Σητείας,337,215,2,4,6,209,82,4,18,40,1,75,0,14,0,48,0,0,0,25,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,3,0,2,0,0,0,0,0,0,0,3,0,0,1,0,0,3,0
56 - Λασιθίου,143 E.T. Δήμου Σητείας,166,109,1,2,3,106,50,17,5,24,3,28,0,5,0,21,1,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
56 - Λασιθίου,144 E.T. Δήμου Σητείας,225,146,3,0,3,143,42,1,8,25,0,76,3,19,3,44,1,0,0,7,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0
56 - Λασιθίου,145 E.T. Δήμου Σητείας,145,67,2,2,4,63,28,7,7,7,0,13,0,2,0,11,0,0,0,18,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
56 - Λασιθίου,146 E.T. Δήμου Σητείας,248,153,0,2,2,151,54,2,3,33,0,57,4,16,1,34,2,0,0,15,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0
56 - Λασιθίου,147 E.T. Δήμου Σητείας,293,180,0,5,5,175,79,16,8,35,4,43,2,11,0,20,2,0,0,24,0,0,0,0,12,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0
56 - Λασιθίου,148 E.T. Δήμου Σητείας,190,126,3,0,3,123,48,6,16,11,0,39,0,7,0,29,1,0,0,24,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0
56 - Λασιθίου,149 E.T. Δήμου Σητείας,419,266,3,4,7,259,113,8,50,40,2,88,1,14,0,64,1,0,0,16,0,0,0,0,12,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,1,0,0,5,0
56 - Λασιθίου,150 E.T. Δήμου Σητείας,405,258,1,0,1,257,100,9,49,36,3,87,3,16,1,61,8,0,0,24,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,9,0
56 - Λασιθίου,151 E.T. Δήμου Σητείας,92,52,0,0,0,52,15,1,5,7,0,19,2,4,1,12,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56 - Λασιθίου,152 E.T. Δήμου Σητείας,231,153,0,0,0,153,48,5,5,22,2,53,0,23,0,27,34,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,2,0
56 - Λασιθίου,153 E.T. Δήμου Σητείας,480,308,4,3,7,301,97,9,13,51,0,138,3,17,1,98,5,0,0,39,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,6,0,0,1,0,0,3,0
56 - Λασιθίου,154 E.T. Δήμου Σητείας,474,286,7,4,11,275,89,5,19,51,4,142,3,16,2,0,5,0,0,22,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0
56 - Λασιθίου,155 E.T. Δήμου Σητείας,260,126,2,0,2,124,36,3,10,13,1,49,2,5,0,30,0,0,0,20,5,4,1,0,3,0,0,0,2,3,1,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3,0,1,3,0,0,2,0
56 - Λασιθίου,156 E.T. Δήμου Σητείας,429,274,3,2,5,269,107,24,11,30,4,77,1,17,1,51,5,0,0,26,0,0,0,0,13,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,2,0,0,1,0,6,0,0,0,0,1,0,0,11,0,0,0,0,0,10,0
56 - Λασιθίου,157 E.T. Δήμου Σητείας,384,272,1,1,2,270,97,11,14,42,4,74,2,42,1,23,6,0,0,65,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,10,0,0,0,0,0,5,0
56 - Λασιθίου,158 E.T. Δήμου Σητείας,396,243,3,5,8,235,92,4,41,27,1,94,0,9,0,78,0,0,0,20,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,6,0,0,2,0
56 - Λασιθίου,159 E.T. Δήμου Σητείας,381,202,1,2,3,199,67,13,14,21,8,67,1,25,0,35,3,0,0,30,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,11,0,0,0,0,0,0,0,0,1,0
56 - Λασιθίου,160 E.T. Δήμου Σητείας,81,42,2,0,2,40,10,1,0,7,1,19,1,4,0,14,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56 - Λασιθίου,161 E.T. Δήμου Σητείας,514,294,7,2,9,285,71,16,8,22,6,64,8,12,2,34,4,0,0,101,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,13,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,14,0,0,0,0,0,5,0
56 - Λασιθίου,162 E.T. Δήμου Σητείας,140,84,0,0,0,84,17,4,2,5,2,38,0,12,0,14,1,0,0,17,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
56 - Λασιθίου,163 E.T. Δήμου Σητείας,477,312,1,2,3,309,102,9,28,49,7,90,0,13,1,70,2,0,0,73,0,0,0,0,13,0,0,0,0,6,0,0,0,0,0,2,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,6,0,0,1,0,0,2,0
56 - Λασιθίου,164 E.T. Δήμου Σητείας,464,279,5,2,7,272,83,8,30,36,1,54,0,5,2,46,2,0,0,71,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,2,0,0,5,0,0,0,0,15,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,18,0,0,3,0,0,3,0
56 - Λασιθίου,165 E.T. Δήμου Σητείας,448,281,3,0,3,278,99,15,18,45,2,66,6,5,4,46,2,2,0,69,34,7,13,5,10,0,1,0,9,3,0,0,1,0,0,0,0,0,9,0,5,1,0,4,2,0,0,0,0,1,1,0,0,0,0,0,3,1,0,10,5,3,1,0,0,1,1
56 - Λασιθίου,166 E.T. Δήμου Σητείας,388,244,4,1,5,239,55,9,21,16,0,111,1,15,1,90,1,0,0,49,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,7,0,0,1,0,0,1,0
56 - Λασιθίου,167 E.T. Δήμου Σητείας,411,256,0,3,3,253,86,14,27,29,4,100,3,4,1,90,5,0,0,33,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,9,0,0,0,0,0,7,0
56 - Λασιθίου,168 E.T. Δήμου Σητείας,146,76,0,0,0,76,37,3,7,23,0,18,0,0,1,17,0,0,0,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0
56 - Λασιθίου,169 E.T. Δήμου Σητείας,294,194,1,0,1,193,46,3,10,23,2,68,2,13,1,52,7,3,0,53,13,22,11,0,1,0,0,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,7,3,1,0,0,0,0,0,2,0,1,0,0,0,0,0,5,3,1,0,0,0,1,0
56 - Λασιθίου,170 E.T. Δήμου Σητείας,326,186,2,2,4,182,52,6,13,15,2,80,2,11,0,58,1,0,1,38,9,15,5,2,1,0,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,3,1
56 - Λασιθίου,171 E.T. Δήμου Σητείας,161,104,1,1,2,102,23,4,3,4,1,47,0,7,0,40,1,0,0,27,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56 - Λασιθίου,172 E.T. Δήμου Σητείας,331,211,4,3,7,204,69,9,9,20,2,55,0,22,1,30,2,0,0,60,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,2,0,0,0,0,0,4,0
56 - Λασιθίου,173 E.T. Δήμου Σητείας,360,225,2,6,8,217,86,6,22,37,3,68,1,16,0,50,4,0,0,32,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,12,0,0,2,0,0,2,0
56 - Λασιθίου,174 E.T. Δήμου Σητείας,258,148,0,5,5,143,43,2,8,20,6,55,0,28,2,22,0,0,0,24,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,7,0,0,0,0,0,1,0
56 - Λασιθίου,175 E.T. Δήμου Σητείας,311,196,5,0,5,191,66,18,10,24,3,72,1,19,1,44,2,0,0,32,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,4,0
56 - Λασιθίου,Ετερ. Λασιθίου (από Εφετείο Θεσσαλονίκης),80,45,0,2,2,43,12,4,2,1,0,20,0,1,1,16,1,0,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
56 - Λασιθίου,Ετερ. Λασιθίου (από 99ο Ε.Τ. Νομ. Αττικής-Αθηνών),542,345,0,4,4,341,106,26,13,16,14,148,4,35,4,86,3,0,0,42,0,0,0,0,18,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,1,0,0,2,0
56 - Λασιθίου,Ετερ. Λασιθίου (από 100ο Ε.Τ. Νομ. Αττικής-Αθηνών),555,370,1,2,3,367,116,30,13,18,16,145,13,18,4,93,7,0,0,60,0,0,0,0,14,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,11,0,0,1,0,0,1,0
56 - Λασιθίου,Ετερ. Λασιθίου (από Εφετείο Πειραιώς),81,49,0,0,0,49,14,5,4,3,2,18,0,5,1,12,1,0,0,9,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
56 - Λασιθίου,Ε.Τ. ΚΑΤΑΣΤΗΜΑΤΟΣ ΚΡΑΤΗΣΗΣ ΝΕΑΠΟΛΗΣ,26,26,0,0,0,26,19,4,3,1,8,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Σύνολο,,68517,42574,634,348,982,41592,14379,5219,1356,3128,1724,14276,388,4128,415,7961,668,125,53,6373,366,175,986,697,1217,81,28,82,101,392,21,19,30,26,5,106,7,11,312,20,56,46,25,1092,320,39,69,15,8,26,5,350,19,35,4,64,232,56,18,1283,170,90,241,26,18,550,91
