ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΓΕΝΝΙΑ ΓΕΩΡΓΙΑ του Σωκράτη,ΔΟΥΖΙΝΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ευαγγέλου,ΔΡΙΤΣΑΣ ΘΕΟΔΩΡΟΣ του Παναγιώτη,ΜΑΛΤΕΖΟΣ ΓΡΗΓΟΡΙΟΣ του Θεμιστοκλή,ΜΠΑΪΡΑΜΟΓΛΟΥ ΓΕΩΡΓΙΟΣ του Ιωάννη,ΜΠΕΝΕΤΟΣ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,ΡΕΠΟΥΣΗ ΜΑΡΙΑ του Βασιλείου,ΣΤΑΜΑΤΑΚΗ ΕΛΕΝΗ του Παναγιώτη,Νέα Δημοκρατία,ΑΒΡΑΝΤΙΝΗΣ ΑΝΑΣΤΑΣΙΟΣ (ΤΑΣΟΣ) του Ιωάννη,ΔΟΥΝΙΑ ΠΑΝΑΓΙΩΤΑ (ΝΟΝΗ) του Δημητρίου ,ΚΑΛΑΓΙΑ ΜΑΡΙΑ του Ηλία,ΚΑΤΣΑΦΑΔΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ιωάννη,ΜΑΝΩΛΑΚΟΣ ΝΙΚΟΛΑΟΣ  του Πέτρου ,ΜΕΛΑΣ ΙΩΑΝΝΗΣ του Παναγιώτη,ΜΠΟΥΤΣΙΚΑΚΗΣ ΧΡΙΣΤΟΦΟΡΟΣ-ΕΜΜΑΝΟΥΗΛ του Ιωάννη,ΡΟΥΣΣΟΥ ΖΩΗ του Ευαγγέλου-Αντωνίου,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΓΙΑΤΖΟΓΛΟΥ ΣΤΥΛΙΑΝΟΣ του Μιχαήλ,ΚΑΤΣΟΥΛΗ ΠΑΓΩΝΑ του Γεωργίου,ΚΟΥΖΗΛΟΣ ΝΙΚΟΛΑΟΣ του Παναγιώτη,ΜΑΥΡΟΜΜΑΤΑΚΗΣ ΕΜΜΑΝΟΥΗΛ του Ιωάννη,ΝΙΑΟΥΡΗ ΜΑΡΙΑ του Χρήστου,ΞΗΡΑΚΙΑ ΑΝΔΡΙΑΝΗ του Λάμπρου,ΠΟΤΟΥΡΟΠΟΥΛΟΣ ΝΙΚΟΛΑΟΣ του Ανδρέα,Κίνημα Αλλαγής,ΑΘΑΝΑΣΙΑΔΗΣ ΛΑΖΑΡΟΣ (ΤΑΚΗΣ) του Θεοδώρου,ΑΝΑΓΝΩΣΤΟΥ ΑΙΚΑΤΕΡΙΝΗ του Σταματίου,ΑΡΚΑΛΑΚΗ ΑΡΓΥΡΩ (ΡΟΥΛΑ) του Ευτυχίου ,ΒΟΥΡΕΞΑΚΗ - ΤΑΜΠΟΥΡΑΤΖΗ ΚΑΤΕΡΙΝΑ (ΚΑΤΙΝΑ) του Αναστασίου,ΚΑΤΣΑΦΑΔΟΣ ΒΑΣΙΛΕΙΟΣ του Ηλία,ΜΑΝΟΥΣΑΚΗΣ ΣΤΥΛΙΑΝΟΣ του Ιωάννη,ΠΟΝΤΑΣ ΑΠΟΣΤΟΛΟΣ του Ηλία,ΧΡΥΣΟΦΑΚΗΣ ΕΛΕΥΘΕΡΙΟΣ του Ιακώβου,Κ.Κ.Ε.,ΔΙΓΕΝΗ ΑΣΗΜΙΝΑ (ΣΕΜΙΝΑ) του Αναστασίου ,ΚΑΡΠΗΣ ΝΙΚΟΛΑΟΣ του Ιωάννη,ΜΑΝΟΥΣΟΓΙΑΝΝΑΚΗΣ ΙΩΑΝΝΗΣ του Ιωσήφ,ΜΑΡΟΥΠΑΣ ΕΥΑΓΓΕΛΟΣ του Νικολάου ,ΜΟΦΟΡΗΣ ΓΡΗΓΟΡΙΟΣ του Σταύρου,ΞΕΚΑΛΑΚΗΣ ΔΗΜΗΤΡΙΟΣ του Νικολάου ,ΠΑΝΤΕΛΑΚΗ ΕΛΠΙΔΑ του Αντωνίου,ΧΑΤΖΗΔΑΚΗ ΕΥΤΥΧΙΑ του Γεωργίου ,Ένωση Κεντρώων,ΒΕΡΥΚΑΚΗ ΕΛΛΑΣ (ΕΛΙΝΑ) του Γεωργίου ,ΚΑΡΑΚΑΤΣΑΝΗΣ ΑΠΟΣΤΟΛΟΣ του Μιχαήλ,ΜΠΑΛΑΣΚΑΣ ΑΡΙΣΤΟΜΕΝΗΣ του Παναγιώτη ,ΠΑΝΑΓΟΠΟΥΛΟΣ ΒΑΣΙΛΕΙΟΣ του Ιωάννη,ΣΙΜΟΣ ΙΩΑΝΝΗΣ του Ευγενίου ,ΤΡΑΚΑΚΗ ΑΓΓΕΛΙΚΗ του Δημητρίου ,ΨΩΜΑ ΣΤΥΛΙΑΝΗ (ΣΤΕΛΛΑ) του Φωτίου ,Ο.Κ.Δ.Ε.,ΤΣΟΛΑΚΑΣ ΓΕΩΡΓΙΟΣ του Ανδρέα,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΑΛΦΙΕΡΗΣ ΑΝΤΩΝΙΟΣ του Ευτυχίου,ΑΝΑΣΤΑΣΙΑΔΗΣ ΑΝΑΣΤΑΣΙΟΣ του Βασιλείου ,ΔΕΛΑΓΡΑΜΜΑΤΙΚΑ ΓΑΡΥΦΑΛΛΙΑ (ΦΥΛΛΙΑ) του Γεωργίου ,ΔΙΑΒΟΛΑΚΗΣ ΑΘΑΝΑΣΙΟΣ του Στυλιανού ,ΜΑΚΡΗΣ ΓΕΡΑΣΙΜΟΣ του Κωνσταντίνου ,ΜΠΕΣΗΣ ΠΑΥΛΟΣ ΑΝΔΡΕΑΣ του Σπύρου Νεκταρίου,ΠΑΠΑΔΟΠΟΥΛΟΥ ΟΛΓΑ του Γεωργίου,ΠΥΛΑΡΙΝΟΥ ΔΙΟΝΥΣΙΑ του Γεωργίου ,Ελλήνων Συνέλευσις,ΘΕΟΔΩΡΟΠΟΥΛΟΥ ΕΛΕΝΗ του Θεοδώρου,ΚΟΥΡΤΕΣΗΣ ΑΛΕΞΑΝΔΡΟΣ του Δημοσθένη ,ΜΕΛΑΣ ΠΑΝΑΓΙΩΤΗΣ του Νικολάου ,ΜΠΟΥΜΠΟΥΛΗ ΜΑΡΙΑ του Χρύσανθου,ΤΣΙΑΜΗΣ ΓΕΩΡΓΙΟΣ του Σταύρου ,ΤΣΟΡΗΣ ΣΩΤΗΡΙΟΣ του Κωνσταντίνου ,ΕΕΚ Τροτσκιστές - Εργ.Επ.Κόμμα,ΕΥΣΤΑΘΙΟΥ - ΓΕΩΡΓΙΟΥ ΜΑΡΙΑ του Χρήστου ,Ελληνική Λύση - Κ. Βελόπουλος,ΚΑΡΑΜΟΛΕΓΚΟΣ ΙΩΑΝΝΗΣ του Κωνσταντίνου ,ΚΙΣΑΝΑΚΗΣ ΠΑΝΑΓΙΩΤΗΣ του Γεωργίου ,ΜΟΣΧΟΥ ΒΑΣΙΛΕΙΟΣ του Παράσχου ,ΠΑΝΤΕΛΑΡΟΣ ΘΕΟΔΟΣΙΟΣ του Ισιδώρου,ΣΚΥΛΙΤΣΗ ΑΝΝΑ του Γεωργίου ,ΦΡΑΓΚΙΑΔΑΚΗΣ ΑΡΙΣΤΕΙΔΗΣ του Μιχαήλ,ΨΩΜΑΤΑΚΗ ΝΙΚΗ του Θεοδώρου ,ΨΩΜΙΑΔΟΥ ΧΡΥΣΟΥΛΑ του Παναγιώτη,Κ.Κ.Ε. (μ-λ),ΑΝΤΩΝΙΟΥ ΒΑΣΙΛΙΚΗ του Χρήστου ,ΜΠΕΛΕΣΗ ΧΡΥΣΟΥΛΑ - ΧΡΥΣΑΦΩ του Γεωργίου ,ΤΣΟΥΓΚΡΑΝΗΣ ΓΕΩΡΓΙΟΣ του Προδρόμου,Μ-Λ Κ.Κ.Ε.,ΝΙΚΗΤΑ ΑΔΑΜΑΝΤΙΑ του Δημητρίου ,ΣΤΑΥΡΙΔΗΣ ΙΩΣΗΦ του Σταύρου ,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΙΩΑΝΝΙΔΟΥ ΠΟΛΥΞΕΝΗ (ΞΕΝΙΑ) του Ιωάννου,ΚΡΕΜΑΣΤΙΩΤΟΥ ΕΛΕΝΗ του Παύλου,ΜΙΧΑΛΟΠΟΥΛΟΣ ΑΘΑΝΑΣΙΟΣ του Δημητρίου ,ΣΤΕΡΓΙΟΥΛΗ ΧΑΡΙΚΛΕΙΑ του Μιχαήλ ,ΣΤΕΦΑΝΟΥ ΓΕΩΡΓΙΟΣ του Χαράλαμπου ,ΦΟΥΝΤΟΥΛΑΚΗΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου ,Λαϊκή Ενότητα,ΑΜΙΡΑΛΗΣ ΕΛΕΥΘΕΡΙΟΣ του Εμμανουήλ,ΚΑΛΛΙΜΑΓΕΙΡΟΥ ΕΛΕΥΘΕΡΙΑ του Αναστασίου ,ΚΑΝΤΑΣ ΑΡΙΣΤΟΤΕΛΗΣ του Βασιλείου ,ΜΠΑΔΟΓΙΑΝΝΗΣ ΠΡΟΚΟΠΙΟΣ (ΑΚΗΣ) του Γεωργίου ,ΠΑΠΑΔΟΠΟΥΛΟΥ ΑΙΚΑΤΕΡΙΝΗ του Ευστρατίου ,ΠΕΤΟΥΣΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Δημητρίου ,ΜέΡΑ25,ΖΟΥΓΑΝΕΛΗ ΠΑΝΑΓΙΩΤΑ (ΠΟΛΑ) του Νικολάου ,ΚΑΝΑΡΕΛΗΣ ΝΙΚΟΛΑΟΣ του Θεοδώρου ,ΚΥΡΙΑΚΙΔΗΣ ΙΩΑΝΝΗΣ  του Ευσταθίου ,ΠΑΡΤΑΚΤΖΟΓΛΟΥ ΑΓΓΕΛΙΚΗ του Ιωάννη,ΣΤΡΑΤΟΥ ΔΑΝΑΗ του Φαίδωνα,ΧΑΡΑΛΑΜΠΑΚΗΣ ΙΩΑΝΝΗΣ του Θεοδώρου ,Δημιουργία ξανά - Θ. Τζήμερος,ΕΥΓΕΝΙΔΟΥ ΑΝΔΡΟΝΙΚΗ του Γεωργίου ,ΣΥΝ...ΦΩΝΙΑ ΚΟΜΜΑΤΩΝ,ΓΡΙΒΑ ΒΑΣΙΛΙΚΗ του Λεωνίδα,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΜΠΙΜΠΙΛΑΣ ΣΠΥΡΙΔΩΝ του Κωνσταντίνου 
40 - Α' Πειραιώς,82 E.T. Δήμου Πειραιώς,519,309,4,6,10,299,91,12,13,31,12,6,10,20,12,134,11,24,11,61,23,25,29,17,6,4,2,0,0,2,0,0,22,1,4,1,1,6,4,1,8,13,6,1,0,1,0,0,4,2,2,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,1,2,3,2,3,1,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,1,1,1,5,2,2,1,0,0,5,3
40 - Α' Πειραιώς,83 E.T. Δήμου Πειραιώς,566,285,3,1,4,281,79,17,17,24,6,5,9,9,15,131,31,11,12,49,17,24,28,15,6,5,1,4,0,0,0,1,14,0,4,0,4,3,3,1,1,17,6,0,2,0,0,0,7,0,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,5,2,0,0,0,5,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,1,2,0,1,4,1,0,0,0,5,3
40 - Α' Πειραιώς,84 E.T. Δήμου Πειραιώς,550,334,7,3,10,324,93,19,17,29,3,12,9,24,13,155,27,30,17,55,19,31,25,21,11,5,2,2,0,2,2,0,21,5,3,4,3,2,7,2,1,12,3,1,0,0,0,1,2,2,1,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,10,1,1,1,0,7,3,0,2,1,0,1,0,1,1,1,2,0,1,1,0,0,0,1,1,0,0,0,0,0,10,2,1,1,1,5,1,1,1,0,0,2,1
40 - Α' Πειραιώς,85 E.T. Δήμου Πειραιώς,556,300,7,3,10,290,83,4,21,33,2,9,10,27,10,135,15,27,11,55,26,25,26,15,6,3,1,4,0,0,0,0,14,2,2,3,0,2,9,1,2,16,10,0,0,2,1,2,10,1,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,8,4,1,1,0,3,2,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,3,2,0,1,1,0,0,12,3,1,2,0,3,4,0,0,0,0,7,5
40 - Α' Πειραιώς,86 E.T. Δήμου Πειραιώς,557,288,1,3,4,284,72,8,13,27,4,5,5,14,10,142,18,20,20,42,27,24,26,15,11,6,1,3,1,0,0,2,9,2,0,2,1,2,6,0,0,22,9,1,0,2,0,0,3,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,1,0,2,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3,1,0,0,1,0,0,10,4,0,2,1,3,3,0,0,0,0,4,0
40 - Α' Πειραιώς,87 E.T. Δήμου Πειραιώς,546,270,1,4,5,265,81,14,10,29,3,9,9,12,11,127,10,14,12,62,22,14,22,12,5,0,0,2,0,1,0,2,14,1,1,3,0,9,5,3,0,16,7,3,1,2,1,0,4,2,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,1,4,4,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,1,1,1,0,0,0,6,6
40 - Α' Πειραιώς,88 E.T. Δήμου Πειραιώς,567,299,4,0,4,295,73,6,9,32,4,1,8,10,7,135,20,21,15,64,22,25,14,19,8,2,1,4,0,1,1,1,17,3,4,3,1,4,9,0,1,23,9,1,6,4,1,1,5,2,5,3,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,0,5,0,1,4,0,0,0,0,0,0,0,4,2,0,1,0,0,2,3,1,1,0,0,1,0,6,1,0,2,0,3,0,5,3,0,0,6,2
40 - Α' Πειραιώς,89 E.T. Δήμου Πειραιώς,566,304,3,3,6,298,69,19,6,28,4,4,6,12,16,142,13,19,20,59,38,28,21,12,4,0,0,1,0,1,1,1,15,1,1,0,2,7,6,3,1,25,14,2,3,4,1,0,9,3,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,7,0,0,1,0,3,1,0,1,1,0,0,0,1,0,0,4,1,0,1,0,1,1,1,0,0,0,0,0,0,14,5,1,1,0,6,1,4,4,0,0,7,5
40 - Α' Πειραιώς,90 E.T. Δήμου Πειραιώς,569,276,4,7,11,265,60,3,12,23,3,2,7,6,9,136,19,17,11,60,22,33,17,15,8,2,2,4,0,0,1,0,11,1,0,0,1,1,1,10,3,17,11,2,3,2,0,1,4,1,8,0,1,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,2,1,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,1,1,0,1,0,5,3,0,0,5,3
40 - Α' Πειραιώς,91 E.T. Δήμου Πειραιώς,561,293,7,3,10,283,77,14,9,33,7,5,13,9,21,118,19,20,8,47,28,23,23,10,7,3,0,4,0,0,0,0,13,2,3,2,0,5,4,2,2,29,14,2,4,5,2,0,8,2,3,1,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,2,1,0,1,1,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,1,1,0,17,6,0,3,2,3,6,0,0,0,0,8,4
40 - Α' Πειραιώς,92 E.T. Δήμου Πειραιώς,564,301,1,3,4,297,84,13,12,45,7,7,10,20,15,140,13,20,13,61,27,25,22,26,4,2,1,1,1,0,1,0,13,0,2,2,0,2,5,1,2,19,9,1,4,3,1,1,6,3,3,1,0,0,0,0,0,0,0,0,3,2,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,11,6,1,3,0,5,2,0,0,1,0,0,0,1,0,0,2,1,0,1,0,0,2,0,0,0,0,0,0,0,10,0,1,2,0,2,2,2,1,0,0,3,1
40 - Α' Πειραιώς,93 E.T. Δήμου Πειραιώς,568,292,7,4,11,281,87,22,17,28,8,2,4,23,19,122,26,14,11,36,28,38,25,12,6,0,2,5,0,0,0,1,17,0,0,0,3,3,8,5,3,17,12,0,1,8,1,0,4,0,4,1,0,1,0,1,1,2,0,0,5,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,10,2,2,2,2,5,1,3,1,0,0,4,3
40 - Α' Πειραιώς,94 E.T. Δήμου Πειραιώς,570,318,3,3,6,312,90,19,19,38,4,9,13,16,14,157,19,33,14,67,26,23,32,23,11,3,4,2,2,1,0,1,12,2,0,2,2,3,8,0,3,13,8,1,0,3,0,0,5,5,5,2,2,0,3,1,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,11,4,1,0,0,3,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,5,2,0,1,0,2,2,1,1,0,0,2,0
40 - Α' Πειραιώς,95 E.T. Δήμου Πειραιώς,557,298,5,2,7,291,57,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,3,0,0,0,5,0
40 - Α' Πειραιώς,96 E.T. Δήμου Πειραιώς,570,314,0,2,2,312,79,13,19,36,6,7,6,19,5,145,18,19,16,71,31,20,18,9,11,5,3,4,0,2,1,0,14,2,2,1,1,4,6,1,3,18,7,2,2,2,1,1,4,2,5,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,4,2,1,1,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,1,2,0,12,4,2,0,1,1,0,7,3,0,0,5,2
40 - Α' Πειραιώς,97 E.T. Δήμου Πειραιώς,538,295,0,2,2,293,73,8,20,25,0,6,8,16,16,161,28,33,23,55,27,39,23,15,7,3,1,3,1,0,2,1,9,1,2,2,1,3,2,0,2,16,6,0,2,4,0,1,3,1,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,5,0
40 - Α' Πειραιώς,98 E.T. Δήμου Πειραιώς,550,265,6,2,8,257,53,6,13,15,4,3,6,14,8,133,16,24,12,54,22,30,21,13,4,1,1,1,0,0,0,0,13,1,5,2,3,4,4,1,0,10,4,0,1,1,0,0,4,0,6,1,0,0,0,1,1,0,0,0,3,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,5,2,0,0,0,5,1,0,1,0,0,0,0,0,0,0,3,1,0,0,1,0,1,1,1,0,0,0,1,0,19,2,2,3,2,7,2,4,2,0,0,2,1
40 - Α' Πειραιώς,99 E.T. Δήμου Πειραιώς,535,264,3,1,4,260,68,10,18,20,5,6,5,9,12,133,22,17,16,45,23,40,18,14,3,2,1,1,0,0,0,0,11,0,0,1,1,0,8,1,0,14,8,0,1,2,0,0,4,1,2,2,0,1,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,0,0,5,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,2,1,1,3,2,0,0,0,0,3,0
40 - Α' Πειραιώς,100 E.T. Δήμου Πειραιώς,529,277,3,1,4,273,74,12,8,30,4,3,6,10,16,131,25,23,20,59,14,36,18,14,3,0,0,0,0,0,0,0,11,2,1,0,1,2,4,2,1,15,4,1,3,0,0,0,6,0,4,3,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,1,0,4,2,0,1,0,0,0,0,0,0,0,2,0,0,1,0,1,0,2,0,1,0,0,1,0,18,4,3,1,1,6,3,2,2,0,0,2,1
40 - Α' Πειραιώς,101 E.T. Δήμου Πειραιώς,538,327,6,3,9,318,56,6,11,21,7,7,6,9,4,179,30,18,19,68,44,33,39,16,9,2,0,6,1,0,0,0,17,0,6,0,8,5,1,1,3,23,11,2,2,2,1,1,8,2,8,1,1,1,2,2,1,2,0,0,1,0,0,1,0,1,0,0,0,2,1,1,0,1,0,1,0,0,6,4,1,0,0,3,0,1,1,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,9,2,0,1,0,1,1,3,2,0,0,3,2
40 - Α' Πειραιώς,102 E.T. Δήμου Πειραιώς,535,312,5,5,10,302,68,13,15,22,4,10,10,10,13,155,30,20,12,63,27,30,31,17,8,3,1,1,0,0,1,0,22,3,5,4,3,4,5,3,2,16,8,2,1,2,0,0,5,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,0,1,6,2,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2,1,0,0,0,0,0,11,3,1,0,0,2,2,1,0,0,0,8,2
40 - Α' Πειραιώς,103 E.T. Δήμου Πειραιώς,530,284,5,3,8,276,86,17,15,30,1,6,9,23,8,120,20,21,8,60,20,23,17,12,2,0,0,1,0,1,1,1,14,3,2,2,4,0,7,0,1,23,9,1,1,2,2,0,5,0,5,0,0,1,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,5,4,0,1,0,1,2,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,13,4,2,1,1,1,3,0,0,0,0,4,2
40 - Α' Πειραιώς,104 E.T. Δήμου Πειραιώς,531,187,2,0,2,185,51,6,7,8,4,3,3,12,6,78,4,16,12,26,18,22,9,8,10,5,1,4,0,1,0,0,10,0,1,3,1,1,2,1,0,4,1,0,0,0,0,0,0,0,6,1,1,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,1,0,4,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,1,1,3,2,2,1,0,0,2,1
40 - Α' Πειραιώς,105 E.T. Δήμου Πειραιώς,534,188,1,0,1,187,69,10,9,35,5,9,10,9,12,74,6,11,6,25,17,18,11,15,3,2,0,2,1,0,0,0,6,2,2,0,1,3,2,0,0,12,12,0,3,3,0,0,2,0,3,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,6,2,1,1,2,3,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,1,1,1,1,0,0,0,0,5,2
40 - Α' Πειραιώς,106 E.T. Δήμου Πειραιώς,534,206,5,2,7,199,69,13,11,20,3,6,10,10,17,87,6,15,14,35,11,20,8,14,4,1,1,3,0,2,0,0,7,1,2,2,0,3,0,0,0,8,2,0,1,1,0,1,3,2,2,1,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,2,1,0,10,4,0,2,1,3,1,1,0,0,0,3,1
40 - Α' Πειραιώς,107 E.T. Δήμου Πειραιώς,532,233,3,0,3,230,54,10,14,9,3,6,7,12,4,108,11,11,14,48,33,16,13,17,3,2,1,1,0,0,0,0,15,4,2,3,1,1,6,2,0,21,12,0,5,0,2,0,6,3,3,0,0,1,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,4,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,1,0,0,1,1,1,0,0,0,5,2
40 - Α' Πειραιώς,108 E.T. Δήμου Πειραιώς,567,232,1,3,4,228,69,12,8,18,3,4,11,12,10,111,12,24,13,56,26,31,14,15,3,2,1,1,1,0,0,0,11,3,1,0,1,5,8,0,0,7,2,0,0,1,0,1,1,1,2,0,0,0,0,0,0,0,1,0,3,0,0,1,1,1,0,0,2,0,0,0,0,0,0,0,0,0,6,2,1,1,0,2,2,1,1,2,0,1,0,0,0,0,4,2,0,0,0,1,0,0,0,0,0,0,0,0,3,1,1,0,0,2,1,3,1,0,0,3,1
40 - Α' Πειραιώς,109 E.T. Δήμου Πειραιώς,537,220,2,1,3,217,73,14,13,27,4,3,12,14,15,79,14,15,10,25,18,14,9,8,4,0,0,2,2,0,0,1,9,0,0,0,0,3,4,0,0,16,7,3,0,1,0,3,6,2,5,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,13,4,1,1,0,4,0,1,0,0,0,0,0,0,0,0,2,1,1,0,1,0,1,0,0,0,0,0,0,0,12,3,4,1,2,2,3,1,1,0,0,2,1
40 - Α' Πειραιώς,110 E.T. Δήμου Πειραιώς,544,166,3,4,7,159,37,7,8,14,1,2,1,6,13,68,6,11,9,32,20,17,7,3,6,1,3,2,1,1,0,0,7,1,1,0,0,0,2,3,1,7,2,0,3,1,0,1,3,2,6,3,2,2,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,3,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,0,1,1,1,2,1,0,0,10,7
40 - Α' Πειραιώς,111 E.T. Δήμου Πειραιώς,570,118,0,1,1,117,35,3,2,10,2,1,3,9,10,52,4,6,3,28,20,10,7,4,3,1,0,0,1,0,0,0,2,0,1,0,1,0,1,0,1,5,3,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,6,4,2,1,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,0,0,0,1,1,0,0,0,0,4,3
40 - Α' Πειραιώς,112 E.T. Δήμου Πειραιώς,569,319,4,3,7,312,90,16,9,36,5,7,9,22,16,160,13,20,26,73,38,41,29,13,4,1,0,3,2,0,0,0,12,1,1,5,2,4,3,1,2,12,6,1,1,0,1,0,4,1,6,2,1,0,2,2,1,2,0,0,3,2,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,8,2,0,0,0,4,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,10,3,1,1,0,4,2,0,0,0,0,4,1
