ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΑΝΑΓΝΩΣΤΟΥ ΘΕΟΦΑΝΩ του Γεωργίου,ΚΑΡΑΓΙΑΝΝΗΣ ΙΩΑΝΝΗΣ του Κωνσταντίνου,ΜΑΝΤΑΣ ΧΡΗΣΤΟΣ του Κωνσταντίνου,ΝΑΣΣΗ ΟΛΓΑ του Ελευθερίου,ΣΠΕΓΓΟΣ ΑΡΙΣΤΕΙΔΗΣ-ΔΗΜΗΤΡΙΟΣ του Βασιλείου,ΣΤΕΦΟΣ ΙΩΑΝΝΗΣ του Θεοδώρου,ΤΖΟΥΦΗ ΜΕΡΟΠΗ του Στέφανου,Νέα Δημοκρατία,ΑΜΥΡΑΣ ΓΕΩΡΓΙΟΣ του Στυλιανού,ΔΑΡΔΑΜΑΝΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ματθαίου,ΚΑΛΟΓΙΑΝΝΗΣ ΣΤΑΥΡΟΣ του Ελευθερίου,ΚΕΦΑΛΑ ΜΑΡΙΑ-ΑΛΕΞΑΝΔΡΑ του Στεφάνου,ΤΑΣΟΥΛΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αναστασίου,ΤΖΑΡΟΥΧΗ ΣΟΦΙΑ του Αποστόλου,ΤΣΟΥΛΑΚΗ ΜΑΡΙΑ του Θεμιστοκλή,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΔΟΥΚΑ ΠΟΛΥΞΕΝΗ (ΞΕΝΙΑ) του Γεωργίου,ΛΙΛΛΗΣ ΝΙΚΟΛΑΟΣ του Μιχαήλ,ΠΑΠΑΣΤΑΘΗ ΦΩΤΕΙΝΗ του Δημητρίου,ΤΣΑΓΚΑΣ ΧΡΙΣΤΟΦΟΡΟΣ του Γεωργίου,ΤΣΙΑΓΚΑΒΕΛΗΣ ΑΛΕΞΑΝΔΡΟΣ του Αχιλλέα,Κίνημα Αλλαγής,ΓΑΤΣΙΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου,ΖΑΡΠΑΛΑΣ ΣΩΤΗΡΗΣ του Κωνσταντίνου,ΖΗΚΟΥ ΜΑΡΓΑΡΙΤΑ του Γεωργίου,ΚΑΣΣΗΣ ΜΙΧΑΗΛ του Αριστείδη,ΜΑΝΤΑΛΟΒΑΣ ΑΘΑΝΑΣΙΟΣ του Χρήστου,ΜΠΑΡΜΠΑ ΒΑΣΙΛΙΚΗ (ΒΑΝΑ) του Χαραλάμπους,ΣΑΡΑΝΤΟΠΟΥΛΟΥ-ΠΡΕΝΤΖΑ ΑΙΚΑΤΕΡΙΝΗ του Λεωνίδα,Κ.Κ.Ε.,ΕΞΑΡΧΟΣ ΝΙΚΟΛΑΟΣ του Θεοφάνη,ΜΠΟΜΠΟΛΗ ΑΦΡΟΔΙΤΗ του Δημητρίου,ΝΑΚΟΣ ΑΘΑΝΑΣΙΟΣ του Βασιλείου,ΠΑΠΠΑΣ ΧΑΡΑΛΑΜΠΟΣ του Αλεξάνδρου,ΤΑΣΙΟΥΛΑΣ ΔΗΜΗΤΡΙΟΣ του Αναστασίου,ΤΟΥΛΚΙΑΡΙΔΟΥ ΧΡΙΣΤΙΝΑ του Σάββα,ΤΣΟΥΜΑΝΗ ΟΛΓΑ (ΟΛΥ) του Γεωργίου,Ένωση Κεντρώων,ΑΡΓΥΡΗΣ ΣΤΑΥΡΟΣ του Χρήστου,ΔΑΝΕΛΛΑΣ ΔΗΜΟΣΘΕΝΗΣ του Αδαμαντίου,ΔΗΜΟΣ ΟΔΥΣΣΕΑΣ του Αντώνη,ΔΟΣΗ ΒΑΣΙΛΙΚΗ του Μενελάου,ΕΠΙΤΡΟΠΑΚΗΣ ΝΙΚΟΛΑΟΣ του Ιωάννη,ΛΕΒΕΝΤΗ - ΜΠΑΚΑΛΟΥ ΔΙΑΛΕΚΤΗ του Παντελή,ΣΠΥΡΟΝΙΚΟΥ ΧΡΙΣΤΙΝΑ του Αλεξάνδρου,Ο.Κ.Δ.Ε.,ΓΕΩΡΓΙΑΔΗΣ ΣΤΕΦΑΝΟΣ του Ευάγγελου,ΜΠΑΛΤΖΩΗ ΦΩΤΕΙΝΗ του Λάμπρου,ΠΛΑΣΤΗΡΑ ΕΛΠΙΝΙΚΗ του Δημητρίου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΒΛΑΧΑΣ ΠΑΝΑΓΙΩΤΗΣ του Κωνσταντίνου,ΓΚΙΚΑ ΛΟΥΪΖΑ του Δημητρίου,ΜΠΑΚΟΛΑΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΠΑΣΣΙΑΣ ΧΡΗΣΤΟΣ του Παναγιώτη,ΤΟΛΗ ΕΥΑΓΓΕΛΙΑ του Ιωάννη,Ελλήνων Συνέλευσις,ΓΡΑΜΜΟΖΗ ΑΓΓΕΛΙΚΗ (ΑΝΤΖΥ) του Ζήση,ΔΕΡΕΚΑΣ ΑΓΓΕΛΟΣ του Αναστασίου,ΚΩΤΣΟΡΙΔΗΣ ΣΤΕΡΓΙΟΣ του Χαραλάμπους,ΝΤΑΣΙΟΥ ΜΑΡΙΑ του Σωτηρίου,ΠΑΠΑΔΟΠΟΥΛΟΥ ΒΑΪΑ (ΒΑΝΕΣΣΑ) του Αθανασίου,Ελληνική Λύση - Κ. Βελόπουλος,ΒΡΑΧΑΜΗ ΕΙΡΗΝΗ του Ελευθερίου,ΠΑΠΑΤΟΛΗΣ ΠΑΝΤΕΛΗΣ του Ναπολέωντα,ΣΤΑΜΙΔΗ ΒΑΣΙΛΙΚΗ του Χρήστου,ΤΖΑΛΛΑΣ ΠΑΝΑΓΙΩΤΗΣ του Νικολάου,ΤΣΟΥΡΗΣ ΧΑΡΑΛΑΜΠΟΣ του Βασιλείου,Κ.Κ.Ε. (μ-λ),ΚΑΝΔΡΕΛΗ ΠΑΡΑΣΚΕΥΗ του Σωτηρίου,ΜΙΧΟΥ ΦΩΤΕΙΝΗ του Δημητρίου,ΠΑΚΟΣ ΑΛΕΞΑΝΔΡΟΣ του Ευθυμίου,ΠΑΠΑΝΔΡΕΟΥ ΠΕΤΡΟΣ του Κωνσταντίνου,ΣΤΡΑΤΟΣ ΕΥΣΤΡΑΤΙΟΣ του Δημητρίου,ΤΣΙΛΙΚΑΤΗΣ ΧΡΗΣΤΟΣ του Νικολάου,Μ-Λ Κ.Κ.Ε.,ΑΘΑΝΑΣΙΟΥ ΧΡΥΣΑΝΘΗ του Παντελή,ΓΡΑΒΟΣ ΕΥΑΓΓΕΛΟΣ του Δημοσθένους,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΓΚΟΓΚΟΥ ΙΟΥΛΙΑ του Φιλίππου,ΖΑΦΕΙΡΗ ΓΙΟΛΑΝΤΑ του Χρήστου,ΚΟΥΜΕΛΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ιωάννη,ΠΑΠΑΜΙΧΑΗΛ ΑΡΙΣΤΕΙΔΗΣ του Μιχαήλ,ΤΣΙΩΛΗΣ ΧΡΗΣΤΟΣ του Κωνσταντίνου,Λαϊκή Ενότητα,ΓΟΔΕΒΕΝΟΣ ΠΕΤΡΟΣ του Γεωργίου,ΓΟΥΡΖΗ ΕΥΤΥΧΙΑ του Εμμανουήλ,ΜΠΟΥΚΗ ΕΛΕΝΗ του Φωτίου,ΤΣΑΚΑΝΙΚΑΣ ΓΕΩΡΓΙΟΣ του Πέτρου,ΜέΡΑ25,ΒΑΚΟΛΙΔΗΣ ΝΙΚΟΛΑΟΣ του Θεοχάρη,ΛΑΜΠΡΗΣ ΧΡΗΣΤΟΣ του Γεωργίου,ΛΙΟΥΤΑ ΛΑΜΠΡΙΝΗ (ΠΑΣΧΑΛΙΝΑ) του Κωνσταντίνου,ΜΠΑΪΡΑΚΤΑΡΗ ΡΟΔΑΝΘΗ-ΑΡΙΣΤΕΑ του Ιωάννη,ΤΣΟΥΝΗΣ ΠΑΝΑΓΙΩΤΗΣ (ΒΟΣΤΙΝΙΩΤΗΣ) του Δημητρίου,Δημιουργία ξανά - Θ. Τζήμερος,ΑΡΑΒΑΝΤΙΝΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Καίσαρος  Χοϊδά,ΖΟΥΚΗ ΣΤΑΥΡΟΥΛΑ του Ιωάννη,ΜΠΙΚΑ ΕΛΛΗ του Ιωάννη,ΜΠΙΚΑΣ ΒΑΣΙΛΕΙΟΣ του Γεωργίου,ΠΑΠΠΑΣ ΦΙΛΙΠΠΟΣ του Χριστόδουλου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΛΑΜΠΡΟΣ ΧΡΗΣΤΟΣ του Νικολάου,ΛΙΤΣΙΟΣ ΕΥΑΓΓΕΛΟΣ του Χρήστου,ΤΖΑΛΑΛΗ ΧΡΙΣΤΙΝΑ του Στέργιου
18 - Ιωαννίνων,90 E.T. Δήμου Δωδώνης,171,105,0,1,1,104,37,2,4,8,9,0,17,15,43,11,6,9,23,9,2,10,5,3,1,0,0,1,9,5,1,2,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,0,3,3,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
18 - Ιωαννίνων,91 E.T. Δήμου Δωδώνης,183,95,2,0,2,93,53,1,2,6,3,0,19,18,29,8,4,5,5,5,6,7,2,0,0,1,1,0,4,0,0,0,3,0,0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
18 - Ιωαννίνων,92 E.T. Δήμου Δωδώνης,347,128,6,0,6,122,57,5,3,13,14,1,19,21,44,11,8,8,16,16,1,11,3,3,0,0,0,0,5,3,0,2,1,0,1,2,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,1,1,0,0,0,1,0,1,1
18 - Ιωαννίνων,93 E.T. Δήμου Δωδώνης,303,103,0,0,0,103,35,3,5,14,2,1,16,13,55,13,6,17,15,33,2,4,0,0,0,0,0,0,3,0,2,1,0,1,0,0,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
18 - Ιωαννίνων,94 E.T. Δήμου Δωδώνης,301,133,0,1,1,132,43,1,6,14,2,0,11,19,58,15,7,10,21,15,5,18,15,10,2,0,11,6,5,1,2,1,0,1,3,0,4,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18 - Ιωαννίνων,95 E.T. Δήμου Δωδώνης,205,92,0,1,1,91,33,2,8,4,2,0,18,6,38,6,8,15,13,15,0,6,1,0,0,0,0,0,5,2,2,3,0,0,2,0,5,2,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
18 - Ιωαννίνων,96 E.T. Δήμου Δωδώνης,153,70,0,0,0,70,18,1,3,3,2,1,7,7,32,7,4,11,8,9,1,3,0,0,0,0,0,0,12,4,2,5,2,4,4,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1
18 - Ιωαννίνων,97 E.T. Δήμου Δωδώνης,349,193,4,0,4,189,81,13,13,8,10,13,27,24,67,28,12,12,13,22,5,15,4,0,0,0,4,3,21,12,9,1,2,5,5,1,2,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,6,1,0,2,1,0,0,0,0,0,0,0,2,1,0,2
18 - Ιωαννίνων,98 E.T. Δήμου Ζαγορίου,328,183,1,1,2,181,70,4,6,17,4,7,22,30,68,20,11,17,18,22,1,11,2,0,0,0,0,0,30,12,3,2,11,11,4,3,0,0,0,0,0,0,0,0,3,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18 - Ιωαννίνων,99 E.T. Δήμου Ζαγορίου,374,146,0,1,1,145,51,3,9,5,2,2,24,20,66,16,11,24,17,26,4,20,0,0,0,0,0,0,14,5,4,2,5,4,0,0,2,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18 - Ιωαννίνων,100 E.T. Δήμου Ζαγορίου,98,53,0,0,0,53,12,0,3,0,3,0,4,8,35,5,10,5,10,17,2,3,1,0,0,0,0,0,4,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18 - Ιωαννίνων,101 E.T. Δήμου Ζαγορίου,372,177,0,0,0,177,60,2,10,10,8,9,12,31,77,27,11,15,8,23,13,15,3,1,1,0,2,0,6,3,3,2,0,0,3,1,11,1,0,0,0,1,3,5,3,0,3,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,1,0,1,0,0,0,0,0,3,0,1,2
18 - Ιωαννίνων,102 E.T. Δήμου Ζαγορίου,95,66,0,0,0,66,10,0,1,0,0,0,1,5,37,6,14,7,9,14,4,5,1,1,0,0,1,0,6,2,1,3,1,0,4,0,3,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
18 - Ιωαννίνων,103 E.T. Δήμου Ζαγορίου,217,121,0,1,1,120,28,3,2,4,0,1,16,5,74,12,18,4,41,37,11,9,1,0,0,0,0,0,9,2,3,2,3,0,6,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,2,0,1,0,1,0,0,0,0,0
18 - Ιωαννίνων,104 E.T. Δήμου Ζαγορίου,320,139,4,1,5,134,38,3,6,7,2,3,5,14,72,11,12,16,20,26,2,20,4,2,0,1,1,1,5,1,0,0,2,1,1,1,4,0,0,0,0,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,1,2,1,2,0,0,0,1,1,0,1
18 - Ιωαννίνων,105 E.T. Δήμου Ζαγορίου,150,67,0,0,0,67,18,2,4,3,1,0,5,8,28,4,1,4,12,15,0,6,1,1,0,0,1,0,5,1,3,0,3,2,1,0,5,4,1,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0
18 - Ιωαννίνων,106 E.T. Δήμου Ζαγορίου,142,92,1,0,1,91,19,1,2,2,0,0,13,4,54,9,10,6,24,24,6,11,0,0,0,0,0,0,8,7,0,0,2,0,1,0,7,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18 - Ιωαννίνων,107 E.T. Δήμου Ζαγορίου,66,35,1,0,1,34,6,1,2,0,0,0,2,3,24,1,4,2,7,14,0,5,2,0,0,1,2,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18 - Ιωαννίνων,108 E.T. Δήμου Ζαγορίου,72,41,0,0,0,41,12,1,1,4,1,1,1,4,24,4,7,6,7,9,0,4,1,1,0,1,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18 - Ιωαννίνων,109 E.T. Δήμου Ζαγορίου,333,159,2,1,3,156,40,2,4,10,5,0,19,13,83,10,4,13,14,62,3,18,0,0,0,0,0,0,22,4,3,5,13,3,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,0,0,0,2,0,2,0,1,0,0,0,0,0
18 - Ιωαννίνων,110 E.T. Δήμου Ζαγορίου,174,77,1,0,1,76,31,3,2,14,4,2,5,17,22,5,3,6,1,7,5,4,1,1,0,0,0,1,9,2,0,0,1,2,2,2,5,1,0,1,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,6,4,2,1,0,2,0,0,0,0,0,0,0,0,0,0
18 - Ιωαννίνων,111 E.T. Δήμου Ζαγορίου,165,93,0,0,0,93,30,0,5,7,2,0,15,11,51,12,5,6,20,15,16,16,0,0,0,0,0,0,6,0,0,1,3,3,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1
18 - Ιωαννίνων,112 E.T. Δήμου Ζαγορίου,304,158,0,1,1,157,37,4,5,12,3,7,14,11,94,19,11,10,46,35,19,14,1,0,0,0,0,0,15,9,2,2,1,6,0,1,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0
18 - Ιωαννίνων,113 E.T. Δήμου Ζαγορίου,91,54,0,0,0,54,21,2,4,2,1,1,3,5,21,7,2,1,6,12,1,3,3,3,1,0,2,0,3,0,0,0,0,3,0,0,3,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18 - Ιωαννίνων,114 E.T. Δήμου Ζαγορίου,256,126,0,2,2,124,48,3,24,5,8,4,17,9,40,6,1,12,15,20,0,10,4,1,0,1,3,1,7,3,0,3,1,3,0,0,9,0,0,0,1,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
18 - Ιωαννίνων,115 E.T. Δήμου Ζαγορίου,332,164,9,3,12,152,55,3,12,4,7,4,15,27,70,18,20,12,13,25,8,17,1,0,0,0,0,0,16,7,5,0,1,4,0,1,6,2,3,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18 - Ιωαννίνων,116 E.T. Δήμου Ζαγορίου,321,197,0,1,1,196,81,2,42,5,3,6,22,15,44,7,11,4,21,8,6,11,3,0,0,0,0,0,23,11,2,5,4,8,4,3,10,2,0,1,2,0,2,2,3,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,11,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,1,1,1,1,0,0,0,0,0,2,1,0,1
18 - Ιωαννίνων,117 E.T. Δήμου Ζαγορίου,256,155,2,1,3,152,38,2,13,4,2,2,13,14,85,17,35,22,38,14,4,13,1,1,0,0,1,0,18,5,5,1,3,8,2,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18 - Ιωαννίνων,118 E.T. Δήμου Ζαγορίου,106,59,0,0,0,59,30,1,8,5,1,1,8,13,15,2,6,8,2,5,0,2,2,0,0,0,1,1,1,0,0,0,1,0,0,0,4,2,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,3,2,1,2
18 - Ιωαννίνων,119 E.T. Δήμου Ζαγορίου,65,34,1,0,1,33,11,2,4,4,1,2,4,2,15,2,2,4,3,9,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18 - Ιωαννίνων,120 E.T. Δήμου Ζαγορίου,73,39,1,0,1,38,13,0,2,4,0,0,5,6,13,8,0,1,1,3,2,4,2,0,0,0,0,0,3,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18 - Ιωαννίνων,121 E.T. Δήμου Ζαγορίου,100,58,1,1,2,56,21,1,3,4,0,4,5,9,18,2,5,0,10,3,1,6,1,0,0,0,0,0,8,3,3,0,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18 - Ιωαννίνων,122 E.T. Δήμου Ζαγορίου,195,115,1,2,3,112,40,0,15,9,2,2,15,15,44,13,10,8,4,21,0,2,4,0,0,0,3,0,11,6,4,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,6,1,2,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
18 - Ιωαννίνων,123 E.T. Δήμου Ζαγορίου,81,41,0,2,2,39,17,0,4,9,0,0,10,3,19,8,5,7,2,4,0,3,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18 - Ιωαννίνων,124 E.T. Δήμου Ζαγορίου,123,66,0,0,0,66,24,0,8,3,6,3,2,17,19,5,3,8,0,4,5,8,2,1,1,0,0,0,2,0,0,0,0,1,1,0,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,4,0,6,1,0,0,1,0,0,0,0,0,0
18 - Ιωαννίνων,125 E.T. Δήμου Ζαγορίου,49,30,0,0,0,30,10,1,2,3,0,0,3,1,13,2,6,3,5,2,0,4,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
