ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΑΚΡΙΩΤΗΣ ΓΕΩΡΓΙΟΣ του Κυριάκου,ΑΠΟΣΤΟΛΟΥ ΕΥΑΓΓΕΛΟΣ του Δημητρίου,ΛΙΒΑΝΙΟΥ ΖΩΗ του Ευαγγέλου,ΛΥΚΟΣ ΒΑΣΙΛΕΙΟΣ του Γεωργίου,ΝΤΕΛΚΗ ΚΥΠΑΡΙΣΣΙΑ (ΠΑΡΗ) του Νικολάου,ΠΡΑΤΣΟΛΗΣ  ΑΝΑΣΤΑΣΙΟΣ (ΤΑΣΟΣ) του Κλεάνθη,ΣΙΜΩΣΗ ΓΕΩΡΓΙΑ του Αθανασίου,ΧΑΤΖΗΓΙΑΝΝΑΚΗΣ  ΜΙΛΤΙΑΔΗΣ του Ευαγγέλου,Νέα Δημοκρατία,ΑΡΓΥΡΗΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΖΕΜΠΙΛΗΣ ΑΘΑΝΑΣΙΟΣ του Γεωργίου,ΚΑΡΑΜΠΑΤΣΩΛΗ ΚΩΝΣΤΑΝΤΙΝΑ του Θεοδώρου,ΚΕΔΙΚΟΓΛΟΥ ΣΥΜΕΩΝ (ΣΙΜΟΣ) του Βασιλείου,ΜΑΝΩΛΗΣ ΙΩΑΝΝΗΣ του Νικολάου,ΜΙΜΙΚΟΥ ΕΥΑΓΓΕΛΙΑ του Αλεξάνδρου,ΠΑΠΠΑ ΑΝΝΑ του Δημητρίου,ΠΝΕΥΜΑΤΙΚΟΣ ΣΠΥΡΙΔΩΝ του Γεωργίου,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΖΑΧΑΡΙΑΔΟΥ ΟΥΡΑΝΙΑ του Βασιλείου,ΚΑΡΑΓΑΣΗΣ ΑΝΑΣΤΑΣΙΟΣ του Βασιλείου,ΚΕΛΕΠΟΥΡΗΣ ΠΑΝΑΓΙΩΤΗΣ του Χρήστου,ΚΟΤΡΩΝΗΣ ΧΡΗΣΤΟΣ του Σταύρου,ΜΠΑΡΜΠΟΥΡΗΣ Ευάγγελος του Σπυρίδωνος,ΜΠΟΥΡΝΙΩΤΗΣ ΧΡΗΣΤΟΣ του Γεωργίου,ΡΑΛΛΗ ΙΩΑΝΝΑ του Αναστασίου,ΧΑΛΙΩΤΗ ΑΡΓΥΡΩ του Ελευθερίου,Κίνημα Αλλαγής,ΓΕΝΝΗΜΑΤΑ ΦΩΤΕΙΝΗ (ΦΩΦΗ) του Γεωργίου,ΚΕΔΙΚΟΓΛΟΥ ΣΥΜΕΩΝ του Αγγέλου,ΜΠΟΥΡΟΔΗΜΟΣ ΙΩΑΝΝΗΣ του Παναγιώτη,ΠΑΛΑΙΟΛΟΓΟΥ - ΝΙΚΟΛΟΠΟΥΛΟΥ ΜΑΡΙΑ του Αθανασίου,ΠΑΠΑΔΙΟΧΟΣ ΓΕΩΡΓΙΟΣ του Χρήστου,ΠΑΠΑΝΑΣΤΑΣΙΟΥ ΑΣΗΜΙΝΑ (ΜΙΝΑ) του Δημητρίου,ΠΑΥΛΟΥ ΧΡΗΣΤΟΣ του Ταξιάρχη,ΣΕΠΕΤΗΣ ΑΝΑΣΤΑΣΙΟΣ του Κωνσταντίνου,Κ.Κ.Ε.,ΑΥΛΩΝΙΤΗ ΔΗΜΗΤΡΑ (ΤΑΝΙΑ) του Ευαγγέλου,ΓΕΩΡΓΑΝΤΖΗΣ ΕΥΑΓΓΕΛΟΣ του Κωνσταντίνου,ΜΑΡΙΝΟΣ ΓΕΩΡΓΙΟΣ του Βασιλείου,ΝΙΚΟΛΑΟΥ ΓΕΩΡΓΙΟΣ του Βελισσαρίου,ΝΤΟΥΡΟΥ ΙΩΑΝΝΑ (ΣΟΦΙΑ) του Πέτρου,ΠΑΠΑΣΩΤΗΡΙΟΥ ΒΑΣΙΛΕΙΟΣ του Κωνσταντίνου,ΤΖΑΒΑΡΑΣ ΙΩΑΝΝΗΣ του Ευαγγέλου - Αντωνίου,ΤΣΙΒΙΚΑ ΓΡΑΝΕΤΑ του Ευαγγέλου,Ένωση Κεντρώων,ΒΛΑΧΟΣ ΝΙΚΟΛΑΟΣ του Αθανασίου,ΓΙΑΝΝΑΚΟΥΡΗ ΑΝΝΑ - ΜΑΡΙΑ του Αναστασίου,ΓΚΑΒΑΛΗΣ ΝΙΚΟΛΑΟΣ του Προκοπίου,ΓΟΥΡΓΙΩΤΗ ΣΤΑΜΑΤΙΑ του Κωνσταντίνου,ΚΩΝΣΤΑΝΤΙΝΟΥ ΝΙΚΟΛΑΟΣ του Σταμούλη,ΝΤΑΡΛΑΣ ΓΕΩΡΓΙΟΣ του Παναγιώτη,ΣΕΤΤΑ ΕΛΕΝΗ του Σταύρου,ΧΑΤΖΗΑΘΑΝΑΣΙΟΥ ΝΙΚΟΛΑΟΣ του Αθανασίου,Ο.Κ.Δ.Ε.,ΘΕΟΔΩΡΙΔΗΣ ΓΕΩΡΓΙΟΣ του Φιλίππου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΒΑΦΕΙΑΔΟΥ ΚΩΝΣΤΑΝΤΙΝΑ του Χρήστου,ΜΕΘΕΝΙΤΗΣ ΣΠΥΡΙΔΩΝ (ΣΠΥΡΟΣ) του Αναστασίου,ΜΠΟΥΣΟΥΛΑΣ ΘΕΟΔΩΡΟΣ του Χαράλαμπου,Ελλήνων Συνέλευσις,ΘΕΜΕΛΗΣ ΧΡΙΣΤΟΦΟΡΟΣ του Ιωάννη,ΚΩΝΣΤΑΝΤΑΓΚΑ ΔΕΣΠΟΙΝΑ του Γεωργίου,ΛΑΜΠΡΙΝΟΣ ΕΥΑΓΓΕΛΟΣ του Θεοδώρου,ΜΟΣΧΗ ΤΣΑΜΠΙΚΑ (ΤΑΜΜΥ) του Κυριάκου,ΧΑΪΤΑΣ ΗΛΙΑΣ του Χαράλαμπου,ΕΕΚ Τροτσκιστές - Εργ.Επ.Κόμμα,ΑΓΓΕΛΗΣ ΙΩΑΝΝΗΣ του Γεωργίου,Ελληνική Λύση - Κ. Βελόπουλος,ΛΙΩΝΗΣ ΕΥΑΓΓΕΛΟΣ του Ιωάννη,ΜΠΑΣΟΥΚΟΣ ΑΠΟΣΤΟΛΟΣ του Ανέστη,ΜΩΡΑΪΤΗΣ ΠΑΝΑΓΙΩΤΗΣ του Σταύρου,ΠΟΛΙΤΗΣ ΝΙΚΟΛΑΟΣ του Ευαγγέλου,ΠΡΩΤΟΝΟΤΑΡΙΟΥ ΑΡΤΕΜΗΣΙΑ του Νικολάου,ΣΙΜΙΤΖΗ ΕΛΕΝΗ του Κωνσταντίνου,Κ.Κ.Ε. (μ-λ),ΤΣΙΛΙΧΡΗΣΤΟΣ ΓΕΩΡΓΙΟΣ του Κωνσταντίνου,Μ-Λ Κ.Κ.Ε.,ΖΩΓΡΑΦΟΥ ΣΟΥΛΤΑΝΑ του Κωνσταντίνου,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΔΕΔΕΣ ΙΩΑΝΝΗΣ του Αντωνίου,ΖΑΝΙΔΑΚΗΣ ΑΘΑΝΑΣΙΟΣ του Εμμανουήλ,ΚΑΝΤΟΥΡΟΣ ΣΤΥΛΙΑΝΟΣ του Βασιλείου,ΝΤΟΥΜΑ ΑΡΙΑΔΝΗ του Νικολάου,ΡΟΥΤΣΗΣ ΠΑΣΧΑΛΗΣ του Βασιλείου,ΧΑΤΖΗΘΕΟΔΩΡΟΥ ΔΗΜΗΤΡΑ του Στυλιανού,Λαϊκή Ενότητα,ΓΚΙΜΤΣΑΣ ΓΕΩΡΓΙΟΣ του Χρήστου,ΛΑΜΠΡΟΥ ΑΘΑΝΑΣΙΟΣ του Χαραλάμπους,ΤΑΜΠΟΥΡΑΤΖΗ ΔΗΜΗΤΡΑ του Αναστασίου,ΜέΡΑ25,ΑΒΔΕΛΑΣ ΕΥΑΓΓΕΛΟΣ του Λεωνίδα,ΓΕΩΡΓΑΚΟΠΟΥΛΟΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΜΕΣΙΤΗ ΔΕΣΠΟΙΝΑ του Μαρσέλου,ΠΑΠΑΪΩΑΝΝΟΥ ΙΩΑΝΝΗΣ του Δημήτρη,ΣΚΙΑΔΑΡΕΣΗ ΑΝΝΑ του Γεράσιμου,ΤΡΙΜΙΝΤΖΙΟΣ ΣΤΥΛΙΑΝΟΣ του Γεωργίου,Δημιουργία ξανά - Θ. Τζήμερος,ΑΘΑΝΑΣΙΑΔΗ ΝΑΤΑΛΙΑ του Ιωάννη,ΔΡΑΚΟΠΟΥΛΟΣ ΣΠΥΡΙΔΩΝ του Παναγιώτη,ΚΑΤΣΟΣ ΒΑΓΙΑΣ του Δημητρίου,ΚΡΙΝΗΣ ΑΝΤΩΝΙΟΣ του Ελευθερίου,ΚΡΟΤΣΕΤΗ ΓΕΩΡΓΙΑ του Βασιλείου,ΤΣΙΡΜΠΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Δημητρίου,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΜΙΝΤΖΙΦΙΡΗ ΕΛΕΝΗ του Αλεξάνδρου,ΡΟΥΜΠΗΣ ΕΥΑΓΓΕΛΟΣ του Ευθυμίου
37 - Ευβοιας,88 E.T. Δήμου Ιστιαίας - Αιδηψού,218,147,3,1,4,143,57,9,21,4,1,15,5,5,7,45,5,4,2,21,0,2,6,8,5,0,0,0,0,0,0,0,0,5,0,1,0,0,0,1,1,0,11,0,1,6,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,1,2,0,1,0,0,0,0,0,0,4,0,0
37 - Ευβοιας,89 E.T. Δήμου Ιστιαίας - Αιδηψού,25,10,0,0,0,10,2,1,1,0,0,0,0,0,0,3,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37 - Ευβοιας,90 E.T. Δήμου Ιστιαίας - Αιδηψού,509,316,1,2,3,313,107,14,32,8,9,20,4,2,25,118,16,19,5,47,16,3,16,27,8,0,0,0,0,0,0,0,0,25,0,15,4,3,2,2,0,0,23,2,2,15,2,3,6,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,5,4,3,6,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0
37 - Ευβοιας,91 E.T. Δήμου Ιστιαίας - Αιδηψού,511,315,4,1,5,310,137,21,44,21,14,43,6,6,21,77,1,19,3,34,2,1,10,23,10,0,2,1,0,1,0,2,1,14,0,7,3,0,0,1,1,1,34,1,0,23,3,2,18,2,1,3,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,2,0,2,1,2,1,0,2,1,2,0,1,0,0,0,1,2,2,0,1,10,0,1,0,1,0,1,2,1,0,1,0,0,0,5,2,2
37 - Ευβοιας,92 E.T. Δήμου Ιστιαίας - Αιδηψού,392,232,2,0,2,230,73,5,19,11,4,8,3,3,2,79,11,19,1,31,2,5,31,8,7,0,0,0,0,0,0,0,0,16,3,11,2,8,0,0,0,1,30,2,1,17,0,2,17,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,2,1,1,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,3,0,0,0,0,0,0,0,0,0
37 - Ευβοιας,93 E.T. Δήμου Ιστιαίας - Αιδηψού,298,150,3,2,5,145,43,8,10,8,3,7,0,3,6,52,3,9,0,15,1,4,34,15,6,2,3,0,1,0,0,1,0,11,0,6,2,1,0,2,1,5,18,0,1,13,1,1,11,2,0,2,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,4,3,3
37 - Ευβοιας,94 E.T. Δήμου Ιστιαίας - Αιδηψού,219,132,4,1,5,127,36,1,11,1,2,13,2,1,2,48,1,16,0,32,1,2,8,1,8,1,0,3,0,1,1,1,3,18,0,5,9,1,0,11,0,0,5,0,4,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,1,2,0,0,0,0,0,0,0,0,2,0,0
37 - Ευβοιας,95 E.T. Δήμου Ιστιαίας - Αιδηψού,295,155,2,2,4,151,41,5,14,3,0,14,1,2,2,69,13,22,0,42,11,0,13,1,6,0,0,0,0,0,0,0,0,17,0,12,2,1,0,2,0,1,9,0,3,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37 - Ευβοιας,96 E.T. Δήμου Ιστιαίας - Αιδηψού,367,230,3,1,4,226,73,4,38,4,1,27,1,1,5,94,7,43,7,23,13,0,5,9,10,1,3,1,0,1,0,1,0,11,0,6,1,0,0,2,0,0,11,1,2,0,1,2,5,0,0,4,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,4,1,1
37 - Ευβοιας,97 E.T. Δήμου Ιστιαίας - Αιδηψού,470,291,4,0,4,287,91,12,45,6,4,35,2,3,15,116,14,56,11,42,22,7,11,9,5,1,2,1,0,1,0,2,2,30,0,19,10,0,0,0,3,3,16,3,4,2,0,5,7,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,1,2,6,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,1,0,1,0,2,0,0,0,0,0,0,0,0,3,1,1
37 - Ευβοιας,98 E.T. Δήμου Ιστιαίας - Αιδηψού,389,232,3,2,5,227,81,11,37,9,4,25,2,3,4,67,9,35,5,19,12,3,6,11,13,0,0,0,0,0,0,0,0,24,8,18,4,0,0,3,0,4,17,0,9,3,0,1,11,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16,4,1,1,11,3,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
37 - Ευβοιας,99 E.T. Δήμου Ιστιαίας - Αιδηψού,460,250,4,3,7,243,64,12,19,8,0,18,0,0,0,98,3,41,2,34,12,3,9,22,12,0,0,0,0,0,0,0,0,18,0,12,1,1,0,3,0,0,26,2,8,5,1,4,10,3,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,2,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,3,0,0,0,0,0,0,2,0,0
37 - Ευβοιας,100 E.T. Δήμου Ιστιαίας - Αιδηψού,383,251,2,1,3,248,88,7,37,7,1,26,12,3,18,88,13,48,1,23,34,1,11,12,8,3,2,3,0,2,2,1,1,20,2,9,4,0,0,12,5,1,29,4,11,5,0,2,14,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,0,0,2,1,1,0,0,0,0,0,0,2,0,0
37 - Ευβοιας,101 E.T. Δήμου Ιστιαίας - Αιδηψού,421,242,2,1,3,239,64,7,20,9,0,23,6,3,13,90,23,52,4,27,26,0,4,14,11,0,0,0,0,0,0,0,0,15,0,9,3,0,0,6,0,4,37,0,22,5,0,1,23,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,2,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,3,0,1,0,4,0,0,0,0,0,0,0,0,0
37 - Ευβοιας,102 E.T. Δήμου Ιστιαίας - Αιδηψού,115,65,0,0,0,65,29,5,13,3,6,7,1,0,0,15,0,5,0,10,5,0,1,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,0,17,1,16,1,0,0,12,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
37 - Ευβοιας,103 E.T. Δήμου Ιστιαίας - Αιδηψού,184,121,1,0,1,120,39,1,11,0,1,17,6,1,11,44,12,14,0,15,7,0,8,8,2,0,1,1,0,1,0,1,0,11,0,4,4,0,0,7,1,0,15,0,3,9,1,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,3,3
37 - Ευβοιας,104 E.T. Δήμου Ιστιαίας - Αιδηψού,567,390,4,3,7,383,99,9,43,7,11,36,2,2,9,189,22,58,6,81,38,8,24,47,16,0,0,0,0,0,0,0,0,32,7,16,8,0,0,4,1,4,3,0,2,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,27,7,3,2,12,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,2,1,0,0,0,0,1,0,0,0,0,0,0,4,0,0
37 - Ευβοιας,105 E.T. Δήμου Ιστιαίας - Αιδηψού,483,286,4,1,5,281,107,16,20,3,4,24,23,4,8,92,4,22,0,59,6,0,20,6,6,0,1,3,0,1,0,2,0,29,0,25,4,0,0,3,0,2,7,0,3,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,29,6,12,2,5,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0
37 - Ευβοιας,106 E.T. Δήμου Ιστιαίας - Αιδηψού,522,307,6,4,10,297,81,8,45,4,2,39,2,4,8,119,13,25,3,61,13,0,15,20,9,4,2,1,2,1,0,2,0,31,31,20,2,1,0,2,2,1,26,5,1,11,0,3,5,1,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,13,2,4,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,0,2,0,0,1,0,2,0,0,0,0,0,0,3,0,0
37 - Ευβοιας,107 E.T. Δήμου Ιστιαίας - Αιδηψού,544,338,4,6,10,328,116,9,45,5,5,57,3,1,13,132,9,35,3,75,8,4,14,22,7,0,3,1,0,1,0,1,1,18,0,15,1,0,0,0,0,0,23,0,0,13,0,0,13,0,0,4,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,5,1,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,2,2,2,1,0,1,2,0,0,0,0,0,0,4,0,0
37 - Ευβοιας,108 E.T. Δήμου Ιστιαίας - Αιδηψού,526,293,2,4,6,287,87,10,39,5,7,31,6,4,7,109,5,34,1,67,9,1,6,15,4,0,2,1,0,0,0,2,0,28,0,24,0,0,0,2,0,0,15,2,1,5,0,0,8,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,22,1,1,4,13,1,8,0,0,0,0,1,1,0,0,0,0,1,3,0,0,0,9,0,5,1,0,3,1,1,0,0,0,0,0,0,5,0,0
37 - Ευβοιας,109 E.T. Δήμου Ιστιαίας - Αιδηψού,529,298,2,0,2,296,100,10,32,6,1,55,3,2,9,107,9,31,1,47,6,0,15,20,5,1,1,0,0,0,1,1,0,31,0,25,1,1,0,1,1,0,22,2,0,6,2,3,7,1,0,5,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,11,1,0,1,2,0,1,0,0,1,1,0,0,0,0,0,0,0,2,1,0,2,3,0,1,0,0,1,0,1,1,0,0,0,0,0,6,2,3
37 - Ευβοιας,110 E.T. Δήμου Ιστιαίας - Αιδηψού,520,286,8,5,13,273,85,6,28,6,9,46,1,4,9,127,5,41,3,63,15,4,14,12,9,0,0,0,0,0,0,0,0,18,0,15,1,0,0,0,3,1,9,1,0,3,0,1,4,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,2,2,2,3,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,0,2,0,1,3,0,0,0,0,0,0,0,0,2,0,0
37 - Ευβοιας,111 E.T. Δήμου Ιστιαίας - Αιδηψού,520,291,2,3,5,286,108,7,37,9,7,60,7,1,7,99,6,20,3,67,5,2,8,12,5,0,0,0,0,0,0,0,0,26,0,20,4,3,0,5,2,2,21,6,0,7,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,1,1,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,11,1,1,2,1,3,0,1,0,0,0,0,0,0,4,0,0
37 - Ευβοιας,112 E.T. Δήμου Ιστιαίας - Αιδηψού,522,304,3,4,7,297,94,7,38,7,8,64,0,1,10,126,12,35,3,65,11,3,12,23,2,0,0,0,0,0,0,0,0,32,0,28,0,1,0,1,1,0,5,0,1,3,0,0,4,1,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19,3,2,0,11,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,0,0,1,1,1,3,2,0,0,0,0,0,0,2,0,0
37 - Ευβοιας,113 E.T. Δήμου Ιστιαίας - Αιδηψού,520,238,6,1,7,231,68,5,31,2,4,34,3,1,7,106,15,16,3,58,7,1,13,14,4,1,2,2,0,0,0,0,0,14,0,10,0,2,0,1,0,0,21,0,0,14,0,0,13,0,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,5,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,3,2,2
37 - Ευβοιας,114 E.T. Δήμου Ιστιαίας - Αιδηψού,537,286,22,1,23,263,109,10,49,4,8,65,6,8,13,81,10,18,0,40,5,2,7,13,12,0,0,0,0,0,0,0,0,21,0,18,4,1,0,2,0,1,12,0,1,10,0,0,6,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,17,1,2,0,9,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,1,1,0,0,0,0,0,0,2,0,0
37 - Ευβοιας,115 E.T. Δήμου Ιστιαίας - Αιδηψού,539,300,12,2,14,286,88,7,33,5,8,52,2,4,9,103,7,23,3,59,7,2,7,21,9,1,5,2,2,2,0,0,0,34,0,27,2,0,0,2,0,2,15,0,2,5,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,18,5,2,1,6,0,2,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,7,0,2,0,0,1,0,2,0,1,1,0,2,0,4,0,0
37 - Ευβοιας,116 E.T. Δήμου Ιστιαίας - Αιδηψού,173,109,2,3,5,104,24,0,12,0,1,17,0,1,0,46,5,21,2,14,5,0,6,7,1,0,0,0,0,0,0,0,0,18,0,8,1,0,0,2,2,4,3,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37 - Ευβοιας,117 E.T. Δήμου Ιστιαίας - Αιδηψού,440,254,4,1,5,249,82,6,23,7,0,47,1,3,9,91,13,24,2,60,14,3,8,7,6,0,1,0,1,2,1,0,1,40,0,18,7,0,0,1,4,14,3,0,0,1,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,1,2,3,1,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,2,0,0,1,1,0,0,5,0,0,0,0,0,0,2,0,0
37 - Ευβοιας,118 E.T. Δήμου Ιστιαίας - Αιδηψού,108,50,2,0,2,48,15,4,6,0,0,7,0,0,0,23,5,4,1,10,1,0,1,2,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
37 - Ευβοιας,119 E.T. Δήμου Ιστιαίας - Αιδηψού,247,136,2,0,2,134,50,3,24,3,1,23,0,2,0,46,5,10,2,25,12,1,6,13,0,0,0,0,0,0,0,0,0,10,0,6,2,0,0,0,1,2,9,1,1,5,0,0,3,0,0,1,1,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,8,0,0,1,5,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0
37 - Ευβοιας,120 E.T. Δήμου Ιστιαίας - Αιδηψού,403,233,4,1,5,228,92,6,29,4,4,47,4,4,14,61,7,8,2,31,4,0,7,11,11,0,0,0,0,0,0,0,0,19,0,17,1,0,0,1,0,3,17,0,0,10,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,11,2,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,2,1,0,0,1,0,0,0,0,0,0,10,0,0
37 - Ευβοιας,121 E.T. Δήμου Ιστιαίας - Αιδηψού,148,84,4,3,7,77,29,1,9,0,0,5,1,1,2,27,3,4,2,11,11,0,1,4,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,1,0,3,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,3,0,0,0,3,0,0,7,1,5,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
