ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΚΑΛΑΜΑΡΑΣ ΕΥΑΓΓΕΛΟΣ (ΑΚΗΣ) του Αθανασίου,ΚΑΡΑΠΑΤΑΚΗΣ ΗΛΙΑΣ του Κωνσταντίνου,ΚΟΚΚΙΝΑΚΗ ΦΩΤΕΙΝΗ του Δημητρίου,ΚΟΥΤΣΙΦΕΛΗΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΜΕΪΚΟΠΟΥΛΟΣ ΑΛΕΞΑΝΔΡΟΣ του Μιχαήλ,ΜΠΑΛΛΗΣ ΣΥΜΕΩΝ (ΜΑΚΗΣ) του Γεωργίου,ΠΑΠΑΝΑΤΣΙΟΥ ΑΙΚΑΤΕΡΙΝΗ του Στεργίου,ΧΡΥΣΟΒΕΛΩΝΗ ΜΑΡΙΝΑ του Γεωργίου,Νέα Δημοκρατία,ΑΝΑΓΝΩΣΤΟΥ ΖΑΦΕΙΡΟΥΛΑ του Χαράλαμπου,ΚΑΛΤΣΟΓΙΑΝΝΗΣ ΓΕΩΡΓΙΟΣ του Νικολάου,ΛΙΟΥΠΗΣ ΑΘΑΝΑΣΙΟΣ του Κωνσταντίνου,ΜΑΚΡΗ ΖΩΗ (ΖΕΤΤΑ) του Μιχαήλ,ΜΑΡΑΒΕΓΙΑΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Αριστοτέλη,ΜΠΟΥΚΩΡΟΣ ΧΡΗΣΤΟΣ του Γεωργίου,ΠΑΤΣΟΓΙΑΝΝΗ ΑΙΚΑΤΕΡΙΝΗ του Αθανασίου,ΤΡΙΑΝΤΟΠΟΥΛΟΣ ΧΡΗΣΤΟΣ του Γεωργίου,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΒΛΑΧΑΚΗ ΜΑΡΙΑ του Χρήστου,ΗΛΙΟΠΟΥΛΟΣ ΠΑΝΑΓΙΩΤΗΣ του Κωνσταντίνου,ΚΑΛΟΥΤΣΑΣ ΑΡΤΕΜΙΟΣ του Ματθαίου,ΚΩΣΤΟΠΟΥΛΟΥ ΕΥΑΓΓΕΛΙΑ του Κωνσταντίνου,ΠΑΠΑΚΩΝΣΤΑΝΤΙΝΟΥ ΙΦΙΓΕΝΕΙΑ (ΕΦΗ) του Αθανασίου,ΠΕΤΡΟΥΛΙΑΣ ΤΡΙΑΝΤΑΦΥΛΛΟΣ (ΑΚΗΣ ) του Ιωάννη,ΣΥΡΟΣ ΓΕΩΡΓΙΟΣ του Χρίστου,ΣΥΡΤΑΔΙΩΤΗΣ ΘΕΟΔΩΡΟΣ του Δημητρίου,Κίνημα Αλλαγής,ΑΝΑΣΤΑΣΙΟΥ ΙΩΑΝΝΗΣ του Ιωάννη,ΜΠΕΛΤΖΕΝΙΤΗ ΜΑΓΔΑΛΗΝΗ (Μάνια) του Χρήστου,ΠΛΑΣΤΑΡΑΣ ΤΡΥΦΩΝ του Ευσταθίου,ΣΑΚΚΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Γεωργίου,ΦΟΡΤΟΥΝΑ ΕΛΕΝΗ του Νικολάου,ΧΑΤΖΗΔΗΜΗΤΡΙΟΥ ΦΩΤΙΟΣ του Ιωάννη,ΧΑΥΤΟΥΡΑΣ ΝΙΚΟΛΑΟΣ του Χρήστου,ΧΡΙΣΤΟΔΟΥΛΙΑ ΕΛΕΝΗ του Κωνσταντίνου,Κ.Κ.Ε.,ΑΚΡΙΒΟΥ ΜΥΡΤΩ του Αποστόλου,ΡΗΓΑΚΗ ΚΩΝΣΤΑΝΤΙΝΑ του Αποστόλου,ΡΙΖΟΠΟΥΛΟΣ ΑΠΟΣΤΟΛΟΣ του Δημητρίου,ΡΟΥΣΗ - ΚΩΤΗ ΑΓΟΡΗ (ΡΙΤΣΑ) του Γεωργίου,ΡΟΥΣΣΑΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΣΤΕΡΓΙΟΥ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ελευθερίου,ΤΖΙΟΥΜΑΚΗΣ ΔΗΜΗΤΡΙΟΣ του Σωτηρίου,ΤΣΑΛΟΥΧΑΣ ΘΕΟΔΩΡΟΣ του Ιωάννη,Ένωση Κεντρώων,ΒΟΥΛΓΑΡΗ ΕΙΡΗΝΗ-ΧΡΥΣΟΒΑΛΑΝΤΟΥ του Εμμανουήλ,ΖΑΦΕΙΡΗΣ ΔΗΜΗΤΡΙΟΣ του Τρύφωνα,ΚΑΒΑΔΕΛΛΑ ΑΘΗΝΑ του Κωνσταντίνου,ΜΠΟΓΟΣΙΑΝ ΑΡΑΜ του Χραντ,ΠΕΤΣΗΣ ΙΩΑΝΝΗΣ του Ευρυπίδη,ΧΡΙΣΤΟΠΟΥΛΟΥ ΕΥΤΥΧΙΑ του Σπυρίδωνα,Ο.Κ.Δ.Ε.,ΣΓΟΥΡΑΣ ΣΠΥΡΙΔΩΝ του Κωνσταντίνου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΜΑΓΓΙΝΑ ΗΡΩ του Θεοδοσίου,ΠΑΠΑΕΥΣΤΑΘΙΟΥ ΝΙΚΟΛΑΟΣ του Εμμανουήλ,ΣΚΟΥΦΟΓΛΟΥ ΕΜΜΑΝΟΥΗΛ - ΣΤΥΛΙΑΝΟΣ του Παναγιώτη,ΣΤΕΦΑΝΑΚΗΣ ΔΗΜΗΤΡΙΟΣ του Βασιλείου,ΧΟΥΛΙΑΡΑ ΓΡΑΜΜΑΤΟΥΛΑ (ΜΑΤΙΝΑ) του Βασιλείου,Ελλήνων Συνέλευσις,ΒΑΣΙΛΕΙΟΥ ΔΗΜΗΤΡΙΟΣ του Ευαγγέλου,ΚΑΜΠΟΥΡΗ ΕΥΑΓΓΕΛΙΑ του Σπυρίδωνα-Εμμανουήλ,ΚΑΤΣΑΜΠΑΣ ΒΑΪΟΣ του Γεωργίου,ΠΑΝΑΓΙΩΤΟΥ ΠΑΝΑΓΙΩΤΗΣ του Ευαγγέλου,ΡΟΪΔΗ ΙΩΑΝΝΑ-ΜΑΡΙΑ του Βασιλείου,ΣΑΜΑΡΑΣ ΤΡΙΑΝΤΑΦΥΛΛΟΣ του Ιωάννη,ΧΑΤΖΟΠΟΥΛΟΥ ΕΛΕΝΗ χήρα Γεωργίου,ΧΛΕΜΠΟΣ ΔΗΜΗΤΡΙΟΣ του Αποστόλου,ΕΕΚ Τροτσκιστές - Εργ.Επ.Κόμμα,ΜΗΛΙΟΡΔΟΥ ΕΛΕΝΗ του Νικολάου,Ελληνική Λύση - Κ. Βελόπουλος,ΑΡΜΕΝΤΖΙΟΣ ΓΕΩΡΓΙΟΣ του Παναγιώτη,ΓΙΑΝΝΙΤΣΑΚΗΣ ΙΩΑΝΝΗΣ του Αναστασίου,ΜΑΡΚΑΚΗΣ ΠΑΥΛΟΣ του Γεωργίου,ΜΑΡΚΑΤΑ ΑΘΑΝΑΣΙΑ του Ευθυμίου,ΜΠΕΝΟΥ ΑΝΘΟΥΛΑ-ΕΙΡΗΝΗ του Θεοδώρου,ΠΑΡΑΠΑΡΕΚΗ ΜΑΓΔΑΛΗΝΗ του Νικολάου,ΠΛΑΚΟΠΟΥΛΟΣ ΝΙΚΟΛΑΟΣ του Λεωνίδα,ΤΣΑΚΑΝΙΚΑΣ ΑΠΟΣΤΟΛΟΣ του Ανδρέα,Κ.Κ.Ε. (μ-λ),ΑΝΔΡΕΑΤΟΣ ΓΡΗΓΟΡΙΟΣ του Γερασίμου,ΒΛΑΧΟΣΤΑΜΑΤΗΣ ΕΜΜΑΝΟΥΗΛ του Παντελή,ΚΟΥΤΣΙΜΠΟΥ ΕΛΕΝΗ του Στυλιανού,Μ-Λ Κ.Κ.Ε.,ΑΒΤΖΗΑΣΛΑΝ ΑΠΟΣΤΟΛΟΣ του Φανουρίου,ΜΑΡΚΟΒΗ ΜΑΡΙΑ του Σταύρου,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΑΙΡΙΣ - ΑΣΗΜΑΚΟΠΟΥΛΟΣ ΝΙΚΟΛΑΟΣ του Αριστοτέλη,ΒΛΑΣΣΟΠΟΥΛΟΣ ΕΥΑΓΓΕΛΟΣ του Δημητρίου,ΓΚΑΓΙΑΝΝΗΣ ΧΡΗΣΤΟΣ του Ευσταθίου,ΚΑΡΑΠΑΝΑΓΙΩΤΟΥ ΑΝΑΣΤΑΣΙΑ του Χρήστου,ΚΟΥΜΠΑΡΕΛΟΣ ΓΕΩΡΓΙΟΣ του Δημητρίου,ΜΑΥΡΟΜΜΑΤΗ ΚΑΙΡΟΥ του Παναγιώτου,Λαϊκή Ενότητα,ΑΥΓΕΡΙΝΟΥ-ΚΟΥΝΑΤΙΔΗ ΕΛΕΝΗ του Ηλία,ΓΙΑΝΚΟΣ ΙΩΑΝΝΗΣ του Κωνσταντίνου,ΜΠΑΛΛΑ ΑΙΚΑΤΕΡΙΝΗ του Ιωάννη,ΜΠΕΦΑΝΗΣ ΧΑΡΑΛΑΜΠΟΣ του Γεωργίου,ΜέΡΑ25,ΑΓΓΕΛΟΥΣΗΣ ΓΕΩΡΓΙΟΣ του Ευαγγέλου,ΒΛΑΧΟΣ ΙΩΑΝΝΗΣ του Μιλτιάδη,ΕΥΑΓΓΕΛΑΚΗΣ ΑΠΟΣΤΟΛΟΣ-ΗΛΙΑΣ του Ιωάννη,ΚΑΡΑΔΗΜΑΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου,ΚΙΡΜΙΖΗ ΕΥΑΓΓΕΛΙΑ του Γεωργίου,ΚΩΝΣΤΑΝΤΙΝΙΔΟΥ ΑΝΝΑ του Νικολάου,Δημιουργία ξανά - Θ. Τζήμερος,ΒΕΛΛΙΟΥ ΜΑΡΙΑ του Βλασίου,ΓΕΩΡΓΟΥΔΗΣ ΔΙΑΝΕΛΟΣ του Γεωργίου,ΠΑΠΑΠΟΣΤΟΛΟΥ ΗΛΙΑΣ του Μιχαήλ,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΚΑΪΡΑΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΚΟΥΚΟΥΒΙΝΟΥ ΠΑΝΑΓΙΩΤΑ του Ιωάννη,ΠΑΤΣΙΑΝΤΑΣ ΜΑΡΓΑΡΙΤΗΣ του Ρήγα
23 - Μαγνησίας,83 E.T. Δήμου Βόλου,570,350,3,4,7,343,117,13,3,15,8,24,11,34,23,114,5,28,31,24,24,32,12,7,9,0,7,1,1,1,1,0,0,28,7,2,10,4,1,3,10,0,30,2,2,7,6,1,15,6,1,4,0,0,0,0,0,0,0,0,3,3,2,0,1,0,4,0,0,0,4,0,4,0,0,0,0,11,1,0,4,1,2,2,2,2,0,0,0,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,0,18,1,2,0,1,4,3,0,0,0,0,3,1,0,0
23 - Μαγνησίας,84 E.T. Δήμου Βόλου,570,368,3,1,4,364,101,10,7,17,7,39,4,24,19,152,2,33,39,41,41,56,15,12,18,5,13,3,0,0,3,1,0,22,3,1,10,5,1,1,6,4,23,1,2,2,5,1,9,6,2,5,3,1,0,0,0,2,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,17,1,2,7,4,0,0,4,2,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,16,0,2,0,1,3,2,4,1,1,0,3,1,2,0
23 - Μαγνησίας,85 E.T. Δήμου Βόλου,569,326,4,1,5,321,121,9,10,14,10,37,8,48,26,100,2,24,32,27,27,30,12,6,13,4,9,4,0,1,0,1,0,17,5,3,2,2,4,1,4,2,17,0,1,6,2,1,7,3,1,6,0,0,2,0,2,1,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,4,1,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,2,0,1,1,16,4,4,0,0,2,5,6,2,2,2,10,3,2,2
23 - Μαγνησίας,86 E.T. Δήμου Βόλου,569,384,5,3,8,376,163,14,4,14,15,46,14,63,26,124,1,30,29,24,43,45,11,13,13,0,10,2,1,6,0,0,0,12,5,1,2,0,1,3,5,0,18,0,2,5,7,1,4,5,0,5,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,16,0,2,6,1,0,2,7,3,1,0,0,1,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,12,3,1,1,0,2,3,2,1,1,1,6,1,1,2
23 - Μαγνησίας,87 E.T. Δήμου Βόλου,567,342,5,3,8,334,103,10,5,23,10,38,6,33,34,122,6,29,30,25,35,50,9,9,18,3,15,7,1,0,1,1,0,25,6,0,5,4,1,3,9,2,19,2,0,5,4,2,7,5,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,12,0,1,5,6,4,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20,3,6,2,4,0,3,2,2,2,0,6,0,2,1
23 - Μαγνησίας,88 E.T. Δήμου Βόλου,557,375,2,2,4,371,90,9,4,9,15,22,13,23,22,194,3,51,48,50,40,73,26,9,9,3,4,2,1,1,2,0,0,14,5,0,3,1,1,0,5,2,18,4,5,2,3,1,4,3,2,9,1,0,2,0,0,3,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,9,0,0,3,3,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,1,0,0,1,13,1,2,1,1,3,2,4,2,3,1,6,2,4,3
23 - Μαγνησίας,89 E.T. Δήμου Βόλου,561,370,4,2,6,364,111,23,6,12,10,29,11,34,18,156,3,41,39,31,36,40,24,16,4,0,4,1,0,0,0,0,1,24,7,1,5,7,1,2,4,1,14,2,1,1,1,1,5,2,1,9,4,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,7,3,1,1,2,2,0,0,0,0,0,0,0,5,1,1,0,2,0,0,1,0,0,0,0,17,2,3,0,2,3,4,4,2,1,0,3,1,1,2
23 - Μαγνησίας,90 E.T. Δήμου Βόλου,570,388,3,2,5,383,125,11,3,8,14,35,21,44,28,163,0,44,44,33,48,62,28,8,14,4,10,0,0,0,2,0,1,14,3,0,4,5,0,0,4,0,9,4,3,1,1,0,2,0,0,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,18,1,5,6,2,3,1,1,4,0,0,0,0,0,0,0,3,0,0,0,2,0,2,1,1,0,1,0,16,3,6,1,1,4,2,6,1,4,1,7,0,5,5
23 - Μαγνησίας,91 E.T. Δήμου Βόλου,537,380,6,4,10,370,118,9,5,15,14,32,10,30,26,160,4,50,38,32,39,57,21,6,11,0,8,3,1,0,0,0,0,16,4,0,3,4,1,1,8,1,14,2,3,2,3,1,2,0,3,8,2,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,1,6,2,1,1,1,0,1,0,0,0,0,0,0,5,1,0,2,0,2,2,0,0,0,0,0,11,1,0,1,2,2,2,8,1,2,0,5,1,1,3
23 - Μαγνησίας,92 E.T. Δήμου Βόλου,549,362,4,4,8,354,99,9,3,12,5,22,11,30,31,143,3,27,40,30,34,42,26,15,13,2,10,1,1,1,0,0,0,20,2,1,8,6,2,0,4,1,30,3,4,5,4,2,14,2,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,3,3,9,1,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,14,0,4,0,0,3,2,5,3,3,1,8,0,3,3
23 - Μαγνησίας,93 E.T. Δήμου Βόλου,552,341,3,1,4,337,94,11,8,13,9,33,6,30,19,148,5,44,36,35,30,58,21,13,9,2,3,2,1,1,0,0,1,16,4,0,3,2,4,2,7,1,11,2,0,5,1,1,4,2,0,5,0,0,1,0,0,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,16,1,1,7,1,3,0,0,5,0,0,0,0,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,20,3,6,2,3,3,5,7,1,2,1,3,1,0,0
23 - Μαγνησίας,94 E.T. Δήμου Βόλου,554,340,4,1,5,335,108,7,5,9,12,38,6,32,25,144,3,43,39,33,32,46,16,11,0,0,0,0,0,0,0,0,0,22,6,0,3,8,1,0,5,1,14,3,3,4,1,0,6,0,2,3,0,2,0,0,1,0,0,0,1,0,1,1,0,0,4,1,0,0,0,0,2,2,0,0,0,14,1,0,5,1,2,2,4,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,15,2,2,1,3,2,3,2,2,1,1,6,1,2,5
23 - Μαγνησίας,95 E.T. Δήμου Βόλου,540,348,2,4,6,342,86,6,6,10,12,27,6,31,21,167,3,37,55,34,40,67,30,7,6,0,6,1,0,1,0,1,0,23,7,0,6,8,4,1,4,4,14,3,1,4,4,0,5,1,2,5,1,0,0,0,0,1,0,0,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,4,0,1,0,3,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,13,4,4,3,0,2,2,5,0,3,0,4,2,3,0
23 - Μαγνησίας,96 E.T. Δήμου Βόλου,542,368,12,0,12,356,128,16,7,12,9,47,6,38,29,138,2,44,34,26,25,55,23,6,12,0,3,3,0,0,4,0,1,28,10,0,11,6,0,1,7,1,10,0,3,3,2,1,2,0,1,4,0,1,0,0,0,0,1,0,5,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,11,1,1,4,0,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,1,2,4,1,3,0,8,0,4,4
23 - Μαγνησίας,97 E.T. Δήμου Βόλου,531,330,1,1,2,328,92,10,5,15,11,27,8,32,23,143,2,42,44,44,23,44,16,4,8,3,6,3,0,0,0,0,1,23,6,0,5,8,1,1,12,0,12,0,0,5,0,0,3,2,1,4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,3,2,8,1,3,3,2,5,0,0,0,0,1,0,1,3,0,0,2,0,1,2,0,0,0,0,0,14,0,4,2,2,2,3,1,0,0,0,6,1,0,3
23 - Μαγνησίας,98 E.T. Δήμου Βόλου,533,341,4,2,6,335,101,16,13,13,12,24,5,26,21,151,3,45,38,38,35,52,21,11,10,1,7,3,1,0,1,0,0,19,3,1,4,5,2,4,5,3,8,1,1,3,0,1,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,1,0,2,1,1,1,1,0,0,0,0,0,0,0,0,3,1,0,0,1,1,0,3,0,3,1,2,20,3,8,1,3,2,3,2,0,0,0,9,0,2,4
23 - Μαγνησίας,99 E.T. Δήμου Βόλου,534,321,8,2,10,311,84,10,3,6,3,31,6,23,23,134,3,38,35,34,28,53,14,7,10,0,9,2,0,0,0,1,0,12,3,1,4,4,2,0,3,1,15,1,1,3,1,1,5,4,4,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,17,2,1,11,1,1,2,3,4,0,0,0,0,0,0,0,2,1,0,0,0,2,1,2,1,1,0,0,17,2,7,1,1,3,2,9,4,6,2,5,2,3,1
23 - Μαγνησίας,100 E.T. Δήμου Βόλου,544,351,2,3,5,346,77,2,2,11,8,20,5,33,17,178,1,51,63,31,48,58,18,10,5,1,4,1,0,1,0,0,0,24,3,0,6,5,3,0,10,1,13,1,0,3,0,0,6,1,0,5,0,2,0,0,1,0,0,0,3,0,0,1,0,3,1,1,0,0,0,0,0,0,1,0,0,11,0,0,7,1,0,1,3,0,0,0,0,0,0,0,0,3,2,1,0,1,1,0,1,1,0,1,0,18,1,5,2,2,4,4,5,2,1,2,2,2,0,1
23 - Μαγνησίας,101 E.T. Δήμου Βόλου,535,350,5,3,8,342,95,5,2,10,9,25,8,29,22,146,2,41,57,39,31,47,12,10,12,0,8,1,1,2,1,2,0,28,8,2,7,8,3,2,8,3,15,0,1,3,1,0,3,1,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,11,2,2,7,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,18,0,4,2,2,4,2,5,2,3,3,7,4,2,0
23 - Μαγνησίας,102 E.T. Δήμου Βόλου,532,345,6,2,8,337,100,9,1,9,9,44,8,28,25,140,6,32,43,41,33,50,11,12,6,2,6,1,1,0,0,0,0,21,8,0,6,4,4,1,4,4,22,1,3,5,1,0,2,5,1,4,0,1,2,1,0,2,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,12,0,0,7,2,1,2,2,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,17,0,2,2,1,3,6,1,0,0,0,9,1,0,5
23 - Μαγνησίας,103 E.T. Δήμου Βόλου,556,357,15,1,16,341,100,9,5,11,10,22,6,32,22,140,4,40,31,37,26,54,12,12,10,1,7,2,0,1,1,0,1,30,11,0,5,11,3,1,10,3,5,1,0,3,0,0,4,0,1,7,2,0,0,0,1,2,1,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,2,2,3,2,1,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,2,1,1,1,0,0,17,3,6,1,4,5,3,2,0,0,1,10,4,2,1
23 - Μαγνησίας,104 E.T. Δήμου Βόλου,546,337,2,4,6,331,86,10,7,10,9,25,8,28,21,155,2,26,48,45,45,47,18,8,11,1,9,4,1,0,1,2,0,15,3,1,2,3,1,1,7,1,16,0,2,6,3,0,6,0,2,5,1,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,9,0,1,0,0,2,0,0,0,0,1,0,0,4,2,0,1,0,1,1,0,0,0,0,0,17,4,7,0,2,6,5,4,1,0,1,6,4,3,3
23 - Μαγνησίας,105 E.T. Δήμου Βόλου,559,369,6,7,13,356,128,8,6,20,10,39,9,49,25,135,4,32,44,39,32,51,6,8,9,1,3,2,0,1,0,0,0,19,8,1,4,4,0,2,6,1,17,0,3,2,0,2,7,2,1,4,1,0,1,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6,2,0,2,1,0,0,0,1,0,0,0,0,0,0,0,5,0,0,2,2,1,0,0,0,0,0,0,18,3,6,1,2,2,5,4,0,2,1,6,4,0,0
23 - Μαγνησίας,106 E.T. Δήμου Βόλου,566,356,7,2,9,347,92,6,3,7,13,25,9,25,21,148,1,41,47,39,36,53,11,10,8,0,4,1,1,0,0,0,0,27,7,0,10,9,2,0,6,1,23,2,4,8,0,2,10,1,4,4,0,1,0,0,1,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,15,0,1,7,3,1,1,3,2,1,0,0,0,0,0,0,2,1,0,1,0,1,0,0,0,0,0,0,11,1,0,1,0,1,2,4,1,1,2,9,2,0,2
23 - Μαγνησίας,107 E.T. Δήμου Βόλου,564,363,2,2,4,359,109,12,9,6,11,32,6,32,37,150,3,33,51,38,38,64,12,13,10,1,8,3,0,0,1,1,1,24,6,0,4,8,2,0,10,0,20,3,1,3,2,3,5,1,3,3,0,0,1,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,13,1,0,7,3,1,1,2,2,0,0,0,0,0,0,0,3,2,0,0,0,0,0,1,0,0,0,0,14,3,4,1,1,2,4,5,0,1,1,4,0,3,1
23 - Μαγνησίας,108 E.T. Δήμου Βόλου,537,327,3,3,6,321,99,10,4,18,6,43,9,32,22,136,0,31,41,41,33,48,24,5,11,2,9,1,0,2,1,0,0,22,5,0,2,5,0,0,12,1,15,2,1,6,0,1,3,2,2,5,3,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11,2,1,3,2,2,0,3,2,3,2,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,11,2,4,1,1,2,1,1,0,0,0,3,0,1,1
23 - Μαγνησίας,109 E.T. Δήμου Βόλου,535,340,2,3,5,335,117,11,6,17,11,36,10,37,34,119,3,26,31,31,36,35,16,8,14,0,12,1,0,1,5,2,1,16,2,0,3,7,1,2,4,1,13,1,2,5,1,3,5,1,0,5,2,0,0,0,1,1,0,0,3,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,17,1,0,7,1,1,4,0,3,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,18,3,7,1,3,4,2,4,2,1,2,7,3,2,2
23 - Μαγνησίας,110 E.T. Δήμου Βόλου,536,329,6,2,8,321,94,6,4,13,6,27,2,29,24,137,5,24,33,35,42,49,8,8,13,1,3,2,0,0,3,0,0,21,5,0,8,7,2,3,3,0,14,3,2,3,0,3,4,1,0,4,0,2,0,0,1,2,0,0,3,0,0,0,0,0,4,0,0,0,0,1,1,1,0,0,0,8,0,1,3,2,1,0,0,1,0,0,0,0,0,0,0,2,1,1,2,0,0,0,2,1,0,0,2,7,1,3,0,1,1,2,8,3,5,2,4,2,1,2
23 - Μαγνησίας,111 E.T. Δήμου Βόλου,555,328,6,0,6,322,109,5,5,17,12,42,9,44,27,133,5,45,25,29,34,48,22,17,5,2,1,3,1,0,0,0,0,12,2,0,5,4,1,2,2,0,10,0,2,3,1,0,5,3,0,8,2,5,0,1,2,2,0,0,1,0,0,0,0,1,3,0,1,0,2,0,1,1,0,0,0,15,3,1,5,2,1,2,1,3,0,0,0,0,0,0,0,3,1,0,0,1,0,0,1,0,0,0,0,12,2,4,2,3,1,4,3,2,0,1,7,1,0,2
23 - Μαγνησίας,112 E.T. Δήμου Βόλου,569,363,4,1,5,358,107,13,6,16,9,33,15,28,28,130,2,31,25,38,34,47,16,8,22,2,16,5,0,0,1,3,2,20,3,0,12,1,0,1,5,0,14,1,0,5,1,2,7,0,3,5,1,0,0,1,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,23,3,0,11,1,0,1,9,2,0,0,0,0,0,0,0,3,1,1,0,0,0,1,2,1,0,1,0,22,5,5,1,0,3,3,3,0,1,1,5,2,3,0
23 - Μαγνησίας,113 E.T. Δήμου Βόλου,530,333,2,1,3,330,95,8,6,13,6,20,5,31,23,129,6,27,37,43,34,35,17,19,15,1,12,2,1,0,4,1,0,33,8,9,5,8,1,9,10,2,15,0,3,4,2,2,8,2,2,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,2,1,0,1,0,0,1,0,1,1,0,13,1,3,6,2,1,0,3,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,17,3,2,0,3,4,3,3,1,1,1,2,0,1,1
23 - Μαγνησίας,114 E.T. Δήμου Βόλου,540,330,1,1,2,328,95,14,9,11,8,24,6,32,17,146,2,27,43,37,30,45,19,10,9,2,5,2,0,1,1,0,0,21,2,1,6,4,1,2,10,2,8,2,0,2,3,1,4,1,1,1,0,0,0,0,0,0,0,0,3,1,0,2,0,1,1,0,1,0,0,1,0,0,0,0,0,10,1,1,5,1,1,1,1,1,0,0,0,0,0,0,0,3,0,0,1,0,2,0,1,0,0,0,0,25,2,5,0,1,4,5,2,0,1,1,3,1,0,0
