ΠΕΡΙΦΕΡΕΙΑ,ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ,ΕΓΓΕΓΡΑΜΜΕΝΟΙ,ΨΗΦΙΣΑΝΤΕΣ,ΑΚΥΡΑ,ΛΕΥΚΑ,ΑΚΥΡΑ & ΛΕΥΚΑ,ΕΓΚΥΡΑ,ΣΥΡΙΖΑ,ΖΑΧΑΡΟΠΟΥΛΟΥ ΓΕΩΡΓΙΑ του Αντωνίου,ΚΕΛΕΠΟΥΡΗ ΑΓΓΕΛΙΚΗ του Παναγιώτη,ΚΟΖΟΜΠΟΛΗ - ΑΜΑΝΑΤΙΔΗ ΠΑΝΑΓΙΩΤΑ του Γεωργίου,ΚΩΝΣΤΑΝΤΙΝΕΑΣ ΠΕΤΡΟΣ του Νικολάου,ΠΑΤΣΑΡΙΝΟΣ ΝΙΚΟΛΑΟΣ του Γεωργίου,ΣΠΥΡΟΠΟΥΛΟΣ ΣΤΥΛΙΑΝΟΣ του Νικολάου,ΧΑΡΙΤΣΗΣ ΑΛΕΞΑΝΔΡΟΣ (ΑΛΕΞΗΣ) του Βύρωνα,Νέα Δημοκρατία,ΚΟΥΜΑΝΤΟΥ ΠΑΝΑΓΙΩΤΑ (ΠΙΠΙΝΑ) του Παναγή,ΚΥΡΙΑΚΟΠΟΥΛΟΥ ΑΝΑΣΤΑΣΙΑ (ΝΑΤΑΣΣΑ) του Κυριάκου,ΛΑΜΠΡΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΜΑΝΤΑΣ ΠΕΡΙΚΛΗΣ του Παντελή,ΝΤΙΝΤΑ ΠΑΝΑΓΙΩΤΑ του Βασιλείου,ΣΑΜΑΡΑΣ ΑΝΤΩΝΙΟΣ του Κωνσταντίνου,ΧΡΥΣΟΜΑΛΛΗΣ ΜΙΛΤΙΑΔΗΣ (ΜΙΛΤΟΣ) του Παναγιώτη,Λαϊκός Σύνδεσμος - Χρυσή Αυγή,ΑΛΟΙΜΟΝΟΣ ΒΑΣΙΛΗΣ του Ιωάννη,ΚΕΤΣΕΑ ΦΡΙΝΤΑ του Θρασύβουλου,ΞΕΝΟΥΛΗ ΔΕΣΠΟΙΝΑ του Σπυρίδωνος,ΠΑΝΟΥΣΟΠΟΥΛΟΥ ΒΑΣΙΛΙΚΗ του Δημητρίου,ΡΟΥΣΣΟΠΟΥΛΟΣ ΝΙΚΟΛΑΟΣ του Παναγιώτη,Κίνημα Αλλαγής,ΑΛΕΥΡΑΣ ΠΑΝΑΓΙΩΤΗΣ του Χρήστου,ΑΝΤΩΝΟΠΟΥΛΟΣ ΑΓΓΕΛΟΣ του Νικολάου,ΒΑΡΕΛΑ ΒΑΣΙΛΙΚΗ του Νικήτα,ΓΕΡΟΝΙΚΟΛΟΣ ΜΕΝΕΛΑΟΣ του Κωνσταντίνου,ΔΙΟΝΥΣΟΠΟΥΛΟΣ ΙΩΑΝΝΗΣ του Δημητρίου,ΚΟΥΝΤΟΥΡΑΤΖΗ (ΜΠΛΑΝΑ) ΑΘΗΝΑ του Αθανασίου,ΠΙΕΡΡΟΥ ΚΩΝΣΤΑΝΤΙΝΑ του Παναγιώτη,Κ.Κ.Ε.,ΚΑΝΤΖΙΛΙΕΡΗ ΧΡΙΣΤΙΝΑ - ΕΛΕΥΘΕΡΙΑ του Παναγιώτη,ΚΟΥΤΟΥΜΑΝΟΣ ΝΙΚΟΛΑΟΣ του Σαράντου,ΚΟΥΦΑΛΑΚΟΥ ΕΥΑΓΓΕΛΙΑ του Παναγιώτη,ΛΑΜΠΡΟΠΟΥΛΟΣ ΕΥΑΓΓΕΛΟΣ του Νικολάου,ΝΙΚΟΛΟΠΟΥΛΟΣ ΣΠΥΡΙΔΩΝ του Γεωργίου,ΣΜΥΡΝΗΣ ΑΡΓΥΡΙΟΣ του Αντωνίου,ΧΡΗΣΤΕΑ ΣΤΕΛΛΑ του Νικολάου,Ένωση Κεντρώων,ΑΡΓΥΡΟΠΟΥΛΟΥ ΑΙΚΑΤΕΡΙΝΗ του Δημητρίου,ΚΑΡΥΔΗ ΕΥΔΟΚΙΑ - ΑΘΑΝΑΣΟΥΛΑ του Αντωνίου,ΜΠΑΚΑΣ ΦΩΤΙΟΣ του Αθανασίου,ΡΗΓΑ ΑΝΑΣΤΑΣΙΑ του Αντωνίου,ΧΡΙΣΤΟΠΟΥΛΟΣ ΒΑΣΙΛΕΙΟΣ του Ισαάκ - Ευάγγελου,Ο.Κ.Δ.Ε.,ΠΑΠΑΘΑΝΑΣΙΟΥ ΧΡΗΣΤΟΣ του Αθανασίου,ΑΝΤ.ΑΡ.ΣΥ.Α.,ΓΑΡΑΝΤΖΙΩΤΗΣ ΠΑΝΑΓΙΩΤΗΣ του Ηλία,ΚΑΠΕΤΑΝΑΚΗ ΓΑΡΥΦΑΛΛΙΑ του Αποστόλου,ΚΑΤΣΑΡΗΣ ΠΑΝΑΓΙΩΤΗΣ του Δημητρίου,ΠΕΤΡΑΚΟΠΟΥΛΟΥ ΒΑΣΙΛΙΚΗ του Γεωργίου,ΣΠΥΡΟΠΟΥΛΟΣ ΒΑΣΙΛΕΙΟΣ του Χαράλαμπου,Ελλήνων Συνέλευσις,ΑΘΑΝΑΣΟΠΟΥΛΟΣ ΗΛΙΑΣ του Σπήλιου,ΑΛΕΞΟΠΟΥΛΟΥ ΜΑΡΙΑ του Αθανασίου,ΓΕΩΡΓΟΠΟΥΛΟΣ ΧΡΗΣΤΟΣ του Βασιλείου,ΘΕΟΔΩΡΟΠΟΥΛΟΣ ΑΝΑΣΤΑΣΙΟΣ του Γεωργίου,ΚΑΤΣΙΡΕΑΣ ΣΠΥΡΙΔΩΝ του Γεωργίου,ΣΑΜΨΩΝΑ ΑΘΗΝΑ του Σπυρίδωνος,ΣΩΦΡΟΝΑ ΜΑΡΙΑ του Χρήστου,Ελληνική Λύση - Κ. Βελόπουλος,ΒΑΡΑΤΑΣΗ ΘΕΟΔΩΡΑ του Αδάμ,ΚΑΝΙΩΡΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Σπυρίδωνος,ΚΑΡΑΜΠΙΝΗΣ ΑΘΑΝΑΣΙΟΣ του Χρήστου,ΠΑΠΑΔΟΠΟΥΛΟΣ ΕΥΣΤΑΘΙΟΣ του Βασιλείου,ΣΠΑΘΗ ΜΑΡΙΑ του Νικολάου,Κ.Κ.Ε. (μ-λ),ΒΑΡΣΟΥ ΕΛΕΥΘΕΡΙΑ του Βασιλείου,ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΣ ΕΥΓΕΝΙΟΣ του Ευσταθίου,Μ-Λ Κ.Κ.Ε.,ΚΑΤΣΑΦΑΔΟΣ ΣΠΥΡΙΔΩΝ του Γεωργίου,Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ,ΑΘΑΝΑΣΟΠΟΥΛΟΣ ΧΑΡΑΛΑΜΠΟΣ του Παναγιώτη,Λαϊκή Ενότητα,ΔΕΤΑΣ ΠΟΥΛΟΠΟΥΛΟΣ ΣΠΥΡΙΔΩΝ - ΑΝΤΩΝΙΟΣ του Σπυρίδωνος,ΔΟΥΛΑΜΗ ΠΕΤΡΟΥΛΑ του Χαράλαμπου,ΜΗΤΣΗ ΜΑΡΙΑ του Δημητρίου,ΝΙΚΟΛΑΚΟΠΟΥΛΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Ιωάννη,ΠΑΝΑΓΙΩΤΟΠΟΥΛΟΥ ΓΕΩΡΓΙΑ του Ιωάννη,ΜέΡΑ25,ΑΛΕΞΟΠΟΥΛΟΣ ΓΕΩΡΓΙΟΣ του Νικολάου,ΚΑΚΑΒΑΣ ΧΑΡΑΛΑΜΠΟΣ (ΜΠΑΜΠΗΣ) του Στυλιανού,ΚΥΒΕΛΟΣ ΒΑΣΙΛΕΙΟΣ του Δημητρίου,ΜΑΝΩΛΑΚΑΚΗ ΕΛΕΝΗ του Ιωάννη,ΣΑΡΔΕΛΗ ΜΑΡΙΑ του Γεωργίου,Δημιουργία ξανά - Θ. Τζήμερος,ΔΑΡΑΣ ΓΕΩΡΓΙΟΣ του Αθανασίου,ΚΑΣΙΜΑΤΗ ΕΛΕΥΘΕΡΙΑ του Χαράλαμπου,ΛΙΒΑΣ ΠΕΡΙΚΛΗΣ του Βασιλείου,ΤΣΑΝΤΟΥΛΗ ΗΛΕΚΤΡΑ του Γεωργίου,ΧΑΡΜΠΙΛΑΣ ΒΑΣΙΛΕΙΟΣ του Περικλή,Πλεύση Ελευθερίας - Ζωή Κωνστ.,ΡΑΛΛΗΣ ΑΘΑΝΑΣΙΟΣ-ΓΕΩΡΓΙΟΣ (ΑΚΗΣ) του Νικολάου
46 - Μεσσηνίας,101 E.T. Δήμου Καλαμάτας,569,316,3,1,4,312,108,8,0,23,29,27,2,55,119,23,22,50,20,18,0,36,12,5,2,1,1,7,19,7,0,5,9,1,4,2,17,10,7,3,3,0,0,3,4,0,0,0,0,1,0,0,1,0,0,0,0,0,3,1,0,0,1,2,2,0,4,0,1,1,2,1,0,0,0,0,0,5,0,1,1,0,1,0,0,13,3,2,1,2,1,4,1,0,0,1,2,2,1
46 - Μεσσηνίας,102 E.T. Δήμου Καλαμάτας,563,331,10,6,16,315,114,7,5,25,33,29,4,62,113,19,15,46,11,15,0,37,6,2,1,0,2,4,17,2,1,4,8,6,0,8,16,7,8,0,2,0,5,1,1,0,1,0,1,0,0,0,3,0,1,2,0,0,2,0,1,1,1,0,1,0,15,4,4,3,3,2,0,0,0,0,0,0,0,1,0,0,1,0,0,19,6,3,2,11,7,3,1,0,0,1,1,5,1
46 - Μεσσηνίας,103 E.T. Δήμου Καλαμάτας,557,285,2,0,2,283,106,5,6,22,33,23,4,55,101,16,9,37,28,13,19,40,9,3,2,3,3,2,4,1,0,0,2,1,0,1,19,6,9,3,1,0,6,6,3,2,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,19,7,3,4,9,0,0,0,0,0,0,1,0,2,0,1,0,1,0,13,3,2,0,3,3,0,0,0,0,0,0,4,4
46 - Μεσσηνίας,104 E.T. Δήμου Καλαμάτας,565,262,2,1,3,259,88,7,5,19,18,27,4,47,98,15,23,31,17,18,16,33,9,3,4,0,0,1,19,6,0,3,5,4,3,0,12,0,4,1,3,3,4,3,1,1,0,0,0,1,0,0,4,0,0,3,0,1,0,0,0,0,0,0,0,0,10,3,1,4,2,1,0,0,0,0,0,1,1,1,0,1,0,1,0,13,3,1,1,3,4,0,0,0,0,0,0,3,2
46 - Μεσσηνίας,105 E.T. Δήμου Καλαμάτας,567,298,6,5,11,287,82,7,5,22,20,17,2,44,123,17,20,50,25,14,0,41,10,4,1,1,1,6,21,10,0,7,12,2,0,0,13,6,3,5,0,0,2,3,4,1,1,1,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0,0,1,10,2,2,4,2,1,0,0,0,0,0,2,0,3,0,1,1,2,0,11,1,4,3,3,3,2,0,0,0,0,0,3,1
46 - Μεσσηνίας,106 E.T. Δήμου Καλαμάτας,566,289,4,3,7,282,122,11,7,32,34,37,9,69,91,19,20,38,21,9,0,28,10,5,2,1,3,3,10,3,0,1,3,1,0,5,14,3,7,2,3,0,5,1,3,1,0,1,0,2,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,11,2,1,4,5,2,0,0,0,0,0,1,1,0,0,0,0,0,0,12,1,1,1,0,2,1,0,1,0,1,0,5,2
46 - Μεσσηνίας,107 E.T. Δήμου Καλαμάτας,565,303,2,1,3,300,118,7,9,21,16,42,6,58,113,12,14,40,20,21,0,39,7,1,1,1,0,4,22,4,2,4,11,3,1,6,12,3,4,1,0,1,0,2,4,2,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,3,1,2,0,0,0,0,0,0,4,2,0,0,0,0,0,0,9,1,2,0,2,1,1,0,0,0,0,0,1,1
46 - Μεσσηνίας,108 E.T. Δήμου Καλαμάτας,554,321,3,1,4,317,107,3,2,23,30,23,1,48,116,24,17,47,12,10,0,38,4,2,0,0,2,1,27,8,2,2,13,6,0,9,21,7,9,2,1,0,3,5,4,1,0,0,0,0,0,0,2,0,1,1,1,0,2,0,0,0,0,0,0,1,9,1,1,3,3,1,0,0,0,0,0,1,1,3,0,0,3,0,0,10,1,4,1,2,5,8,0,3,1,2,1,3,1
46 - Μεσσηνίας,109 E.T. Δήμου Καλαμάτας,565,317,7,0,7,310,101,8,5,26,28,14,5,56,136,31,14,40,27,15,0,30,5,3,0,1,0,4,12,5,0,2,4,0,0,2,14,3,8,1,3,0,2,1,1,1,0,0,1,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,17,2,1,6,2,4,0,0,0,0,0,0,0,2,1,0,0,0,0,11,0,1,0,1,2,2,0,0,0,0,0,6,3
46 - Μεσσηνίας,110 E.T. Δήμου Καλαμάτας,550,356,1,3,4,352,125,7,4,21,30,38,3,71,141,22,28,63,23,18,17,41,9,4,1,1,1,3,17,4,0,0,10,1,5,4,6,1,0,1,0,0,0,2,3,2,1,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,2,8,4,3,0,0,0,0,0,2,2,0,0,0,0,0,0,21,4,2,1,3,2,3,1,1,0,0,0,7,1
46 - Μεσσηνίας,111 E.T. Δήμου Καλαμάτας,566,348,2,5,7,341,91,4,7,36,42,42,5,69,160,24,24,50,20,14,0,38,11,3,0,1,2,5,22,8,1,4,14,5,1,1,23,5,3,3,2,0,1,2,7,0,2,0,2,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,2,4,2,2,2,5,1,0,0,0,0,0,3,0,1,0,0,0,0,0,13,3,2,0,8,3,3,1,0,0,1,2,2,1
46 - Μεσσηνίας,112 E.T. Δήμου Καλαμάτας,530,353,4,3,7,346,102,5,3,26,23,25,1,57,157,32,38,47,31,12,29,56,12,5,2,0,2,2,14,2,2,1,8,0,2,0,23,3,10,3,4,2,3,6,3,1,1,0,0,0,1,0,2,0,2,0,1,1,0,0,0,0,0,0,0,0,11,2,5,5,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,13,0,1,1,1,1,3,0,0,0,0,0,4,2
46 - Μεσσηνίας,113 E.T. Δήμου Καλαμάτας,538,298,1,4,5,293,115,4,7,24,36,26,5,65,111,26,27,42,18,9,0,37,2,2,0,0,0,2,16,5,0,3,10,1,1,3,21,5,12,10,4,0,2,2,6,5,0,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,12,4,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,0,2,1,1,0,0,0,0,0,1,1
46 - Μεσσηνίας,114 E.T. Δήμου Καλαμάτας,547,319,4,1,5,314,99,5,1,21,29,18,9,58,137,29,33,46,22,16,0,47,7,2,3,1,1,3,13,5,1,2,5,3,2,1,19,10,6,5,1,0,1,4,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,10,1,1,4,2,4,0,0,0,0,0,0,0,1,0,1,0,1,0,19,2,2,1,4,3,4,0,0,1,2,2,4,2
46 - Μεσσηνίας,115 E.T. Δήμου Καλαμάτας,555,310,1,1,2,308,105,8,5,26,23,24,6,71,121,19,25,51,18,15,13,43,6,3,0,1,1,2,20,8,0,1,5,3,2,2,15,5,9,3,1,0,2,4,1,0,0,0,0,0,0,0,2,0,1,1,0,1,1,1,0,0,0,0,1,0,13,2,1,4,2,1,0,0,0,0,0,3,3,3,0,0,1,0,0,12,5,2,0,3,3,3,0,1,0,1,0,3,1
46 - Μεσσηνίας,116 E.T. Δήμου Καλαμάτας,549,325,7,8,15,310,100,5,4,24,25,32,4,49,143,35,27,64,26,16,0,57,3,0,0,0,1,2,16,4,0,0,9,0,3,4,11,0,3,2,1,0,1,3,5,1,3,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,10,6,2,3,4,3,0,0,0,0,0,0,0,1,0,1,0,1,0,10,5,0,3,5,1,5,2,1,0,0,1,5,2
46 - Μεσσηνίας,117 E.T. Δήμου Καλαμάτας,558,312,5,3,8,304,104,5,5,24,24,23,6,60,113,13,26,44,17,14,15,37,7,1,0,0,0,4,7,1,0,4,1,2,1,1,21,4,17,9,2,1,0,3,3,1,0,0,1,0,0,0,3,1,1,0,0,0,3,0,1,1,0,1,1,2,11,2,0,4,2,2,0,0,0,0,0,1,0,2,0,1,1,1,0,20,6,4,1,6,5,5,2,1,0,0,1,4,1
46 - Μεσσηνίας,118 E.T. Δήμου Καλαμάτας,531,324,4,1,5,319,77,4,4,19,16,18,2,48,187,32,22,32,17,16,43,53,6,3,1,0,0,3,15,7,0,1,8,5,0,2,8,1,4,4,0,0,0,3,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,6,2,0,0,1,1,0,0,0,0,0,3,2,0,0,0,0,0,0,9,0,2,2,3,2,1,0,0,1,0,1,3,0
46 - Μεσσηνίας,119 E.T. Δήμου Καλαμάτας,530,336,4,2,6,330,111,10,7,22,31,34,3,67,155,33,24,60,29,11,0,51,5,3,0,2,0,3,8,3,0,0,1,3,3,1,15,5,4,2,3,1,2,2,1,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,16,8,3,3,7,3,0,0,0,0,0,0,0,1,0,0,0,1,0,9,2,0,1,2,0,3,1,1,0,0,1,3,0
46 - Μεσσηνίας,120 E.T. Δήμου Καλαμάτας,539,306,2,3,5,301,108,3,5,20,18,25,7,71,117,17,41,33,12,15,0,55,7,4,2,0,2,4,11,5,0,0,4,0,0,1,13,4,1,1,1,0,0,3,3,1,0,0,0,1,0,0,3,0,2,1,0,1,2,1,0,1,0,0,2,0,12,0,2,8,2,0,1,0,0,0,0,4,2,2,0,0,1,1,0,12,2,0,1,1,2,3,0,0,0,0,0,3,2
46 - Μεσσηνίας,121 E.T. Δήμου Καλαμάτας,536,298,0,1,1,297,91,3,3,25,28,27,1,54,126,30,22,47,17,14,0,49,4,2,1,0,2,2,16,3,1,0,4,2,1,3,20,5,5,3,3,0,1,5,2,1,0,0,0,1,0,0,1,0,1,0,0,0,3,0,0,0,0,1,0,0,13,3,2,4,2,0,0,0,0,0,0,2,1,2,0,1,2,0,0,10,1,2,2,1,0,4,1,0,0,0,0,3,2
46 - Μεσσηνίας,122 E.T. Δήμου Καλαμάτας,530,286,2,5,7,279,99,4,6,26,27,22,5,54,121,21,21,55,22,18,26,29,1,0,0,0,0,0,13,7,0,2,4,2,1,1,10,3,3,1,1,0,0,2,3,2,0,0,1,1,0,0,1,1,0,0,0,0,4,3,1,0,0,3,0,1,10,5,0,3,2,5,0,0,0,0,0,1,0,2,0,2,0,1,0,9,2,1,2,1,2,1,0,1,0,1,0,4,0
46 - Μεσσηνίας,123 E.T. Δήμου Καλαμάτας,534,325,8,3,11,314,108,11,3,30,23,31,3,64,137,35,18,53,20,9,0,53,2,2,0,1,0,1,13,6,0,1,3,6,2,2,27,11,7,8,3,3,2,4,3,1,0,0,0,0,0,0,2,0,0,1,1,1,0,0,0,0,0,0,0,0,8,2,1,1,1,1,1,0,0,0,0,1,0,2,0,1,2,0,0,8,4,2,1,4,3,1,0,1,0,0,1,1,0
46 - Μεσσηνίας,124 E.T. Δήμου Καλαμάτας,533,324,3,5,8,316,110,3,4,32,25,28,2,71,124,24,28,51,30,11,0,32,9,4,1,1,2,2,15,6,0,4,7,4,1,2,20,4,6,6,2,0,1,2,2,2,0,0,1,0,0,0,2,0,1,2,0,1,2,0,0,2,0,0,2,0,7,0,0,4,3,0,0,0,0,0,0,0,0,4,1,0,3,0,0,15,5,1,1,5,4,4,3,0,1,1,0,2,2
46 - Μεσσηνίας,125 E.T. Δήμου Καλαμάτας,535,281,7,3,10,271,98,5,4,31,18,25,6,55,111,27,12,58,14,8,0,36,8,5,3,1,0,5,6,3,0,0,2,1,0,2,15,4,4,2,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,1,3,3,5,0,0,0,0,0,2,2,3,1,1,1,1,0,10,3,0,2,5,2,2,1,0,1,0,0,3,2
46 - Μεσσηνίας,126 E.T. Δήμου Καλαμάτας,531,316,10,2,12,304,96,2,6,38,20,25,1,61,144,32,18,56,18,16,0,52,5,3,0,0,0,2,12,6,1,0,8,5,0,0,15,2,4,1,0,0,0,3,2,0,0,0,0,0,0,0,4,0,2,3,0,1,3,1,0,0,1,1,1,1,10,2,0,5,4,2,0,0,0,0,0,1,0,2,0,2,2,0,0,8,1,1,0,4,1,1,1,0,1,0,0,1,0
46 - Μεσσηνίας,127 E.T. Δήμου Καλαμάτας,533,313,7,4,11,302,99,6,3,25,25,25,9,53,131,22,18,65,26,13,21,47,9,2,2,2,1,2,15,9,2,0,6,4,4,1,16,7,5,4,2,1,1,3,1,1,0,0,1,0,0,0,4,0,1,1,2,0,1,0,0,0,0,0,0,0,7,1,0,4,3,1,0,0,0,0,0,2,1,1,0,1,1,0,0,12,5,0,3,3,0,3,0,2,1,2,0,1,0
46 - Μεσσηνίας,128 E.T. Δήμου Καλαμάτας,543,308,3,2,5,303,109,8,8,24,29,35,4,65,126,33,33,53,21,12,0,32,3,0,1,0,2,1,16,6,1,4,9,2,1,2,18,9,8,1,1,0,4,2,2,1,0,1,0,0,0,0,2,0,1,1,1,0,1,1,0,0,0,0,1,0,9,2,3,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,2,5,3,3,2,0,2,0,0,3,1
46 - Μεσσηνίας,129 E.T. Δήμου Καλαμάτας,554,366,4,4,8,358,103,7,9,20,25,25,6,47,155,26,33,58,20,18,0,29,7,2,0,1,1,4,30,6,1,1,19,8,3,2,26,8,4,8,5,4,0,5,3,2,1,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,0,11,3,1,6,4,2,0,0,0,0,0,2,1,5,2,4,2,2,0,7,2,0,2,3,0,2,1,0,0,0,0,4,2
46 - Μεσσηνίας,130 E.T. Δήμου Καλαμάτας,557,341,2,4,6,335,113,11,3,22,25,29,6,60,130,20,27,49,20,16,21,51,5,4,1,0,2,3,29,17,0,4,13,5,2,4,17,3,3,1,2,0,3,7,1,0,0,0,0,0,0,0,2,0,0,1,1,0,1,1,0,0,0,1,0,0,7,3,1,2,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,18,4,1,5,2,3,5,2,1,1,0,2,5,2
46 - Μεσσηνίας,131 E.T. Δήμου Καλαμάτας,544,316,1,2,3,313,121,11,5,27,24,33,2,76,117,30,25,42,30,10,20,41,7,4,0,1,0,2,18,12,2,3,5,0,0,1,15,3,5,2,2,0,1,3,3,1,0,1,0,0,0,0,1,0,1,1,0,0,4,3,1,0,1,0,0,2,13,4,4,4,2,4,0,0,0,0,0,1,1,0,0,0,0,0,0,9,1,0,1,4,5,2,0,0,0,0,0,2,2
46 - Μεσσηνίας,132 E.T. Δήμου Καλαμάτας,564,353,2,5,7,346,115,7,6,32,35,26,6,50,147,28,27,65,20,17,0,55,2,1,1,0,0,0,20,7,1,6,5,2,0,2,16,8,6,3,4,0,3,2,2,1,0,1,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,10,3,1,4,2,2,0,0,0,0,0,1,1,2,0,1,0,1,0,18,3,0,3,4,4,5,1,1,0,3,2,5,3
46 - Μεσσηνίας,133 E.T. Δήμου Καλαμάτας,541,331,5,7,12,319,117,8,5,28,19,30,2,76,122,33,15,45,21,16,0,34,5,3,1,0,1,2,19,6,1,4,9,3,1,2,19,6,5,6,1,1,1,6,1,1,0,0,0,0,0,0,3,1,0,0,0,0,2,2,0,0,0,0,0,0,8,3,0,2,1,1,1,0,0,0,0,2,1,0,0,0,0,0,0,14,3,0,3,3,5,1,1,0,0,0,1,5,1
46 - Μεσσηνίας,134 E.T. Δήμου Καλαμάτας,547,290,4,6,10,280,98,4,5,19,28,22,2,60,102,16,25,33,20,9,0,41,4,1,0,1,1,1,20,7,0,1,8,9,0,2,19,4,9,1,5,1,4,0,4,0,1,0,1,0,0,0,1,0,0,0,0,0,2,2,0,0,0,2,0,0,9,3,1,2,0,3,0,0,0,1,0,1,1,2,0,1,0,0,0,9,1,0,4,6,5,5,1,0,0,1,0,3,2
46 - Μεσσηνίας,135 E.T. Δήμου Καλαμάτας,570,331,7,5,12,319,108,13,13,19,27,30,4,58,114,33,18,48,22,10,0,41,8,3,4,1,1,5,25,9,2,2,10,4,3,3,20,7,7,3,8,0,0,6,3,1,0,0,0,1,0,0,3,1,2,1,1,0,0,0,0,0,0,0,0,0,11,4,2,5,2,4,0,0,0,0,0,1,0,4,0,1,2,1,1,14,4,3,4,4,3,4,0,1,0,0,1,4,3
46 - Μεσσηνίας,136 E.T. Δήμου Καλαμάτας,565,309,5,1,6,303,91,9,8,31,23,19,3,57,137,32,31,47,26,20,0,46,5,2,1,0,1,2,24,12,2,3,10,2,2,6,10,1,2,2,0,0,2,2,0,0,0,0,0,0,0,0,6,0,1,3,1,0,1,0,0,0,0,1,0,0,9,5,5,2,1,2,0,0,0,0,0,2,1,1,1,0,1,0,0,13,1,2,4,5,2,4,1,0,0,1,1,0,0
46 - Μεσσηνίας,137 E.T. Δήμου Καλαμάτας,567,308,3,5,8,300,115,8,5,26,36,26,5,62,112,19,24,50,19,18,14,34,5,0,1,0,1,3,15,5,1,2,6,1,0,3,16,5,1,2,4,1,2,1,1,0,0,0,0,0,0,0,2,0,1,1,0,0,1,0,1,0,0,0,0,0,13,2,3,4,5,4,0,0,0,0,0,1,0,0,0,0,0,0,0,14,1,0,2,4,1,2,1,0,0,0,1,3,1
46 - Μεσσηνίας,138 E.T. Δήμου Καλαμάτας,569,343,2,3,5,338,92,11,5,15,24,33,2,46,150,27,36,53,28,14,0,67,13,1,2,2,3,6,19,10,1,0,14,4,4,1,19,4,4,2,4,1,1,1,5,1,1,4,1,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12,3,1,6,5,2,0,0,0,0,0,3,1,1,0,0,0,0,0,13,4,1,5,6,3,3,1,0,0,0,0,7,5
46 - Μεσσηνίας,139 E.T. Δήμου Καλαμάτας,567,308,8,3,11,297,103,8,3,23,21,25,4,56,128,28,24,42,21,16,0,44,4,3,0,0,0,3,16,4,0,1,6,3,0,3,22,5,11,3,3,1,6,3,2,2,1,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,4,1,0,2,1,1,0,0,0,0,0,0,0,2,1,0,1,0,0,7,3,2,1,3,0,2,1,1,0,1,1,5,2
46 - Μεσσηνίας,140 E.T. Δήμου Καλαμάτας,570,307,5,3,8,299,100,4,8,26,24,19,3,60,119,22,24,46,28,15,0,39,10,5,0,3,2,6,13,7,1,0,6,0,1,2,19,5,8,5,3,0,2,4,5,4,1,1,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,8,0,1,5,1,1,0,0,0,0,0,2,2,1,0,0,1,1,0,16,1,1,1,4,4,1,1,0,0,0,1,2,0
46 - Μεσσηνίας,141 E.T. Δήμου Καλαμάτας,569,344,11,2,13,331,118,8,7,24,38,28,5,62,119,28,17,56,15,12,19,37,9,3,3,3,2,3,23,2,2,3,13,4,3,5,26,5,13,2,5,1,1,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,1,1,1,0,1,0,0,11,3,3,4,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,17,3,1,2,3,5,2,1,0,0,0,1,2,0
