"ΠΕΡΙΦΕΡΕΙΑ","ΕΚΛΟΓΙΚΟ ΤΜΗΜΑ","ΕΓΓΕΓΡΑΜΜΕΝΟΙ","ΨΗΦΙΣΑΝΤΕΣ","ΑΚΥΡΑ","ΛΕΥΚΑ","ΑΚΥΡΑ & ΛΕΥΚΑ","ΕΓΚΥΡΑ","ΣΥΡΙΖΑ","ΑΓΑΘΟΠΟΥΛΟΥ ΕΙΡΗΝΗ-ΕΛΕΝΗ του Δημητρίου","ΚΑΠΝΙΔΗΣ ΑΝΑΣΤΑΣΙΟΣ του Παναγιώτη","ΠΕΡΠΕΡΙΔΗΣ ΓΕΩΡΓΙΟΣ του Χαράλαμπου","ΦΟΥΡΑΣ ΠΕΤΡΟΣ του Γεωργίου","ΨΑΡΡΑ ΣΟΦΙΑ του Θεοδώρου","Νέα Δημοκρατία","ΑΝΑΝΙΑΔΟΥ ΑΝΑΣΤΑΣΙΑ (ΝΑΤΑΣΑ) του Σολομώντος","ΓΕΩΡΓΑΝΤΑΣ ΓΕΩΡΓΙΟΣ του Παύλου","ΚΙΛΤΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Βασιλείου","ΞΟΠΛΙΔΟΥ ΑΜΑΛΙΑ του Δημητρίου","ΣΑΧΠΕΚΙΔΗΣ ΝΙΚΟΛΑΟΣ του Αναστασίου","Λαϊκός Σύνδεσμος - Χρυσή Αυγή","ΗΛΙΑΔΟΥ ΧΡΙΣΤΙΝΑ (ΜΠΑΚΑ) του Γεωργίου","ΚΑΛΟΜΟΙΡΟΠΟΥΛΟΣ ΠΑΝΑΓΙΩΤΗΣ του Γρηγορίου","ΠΑΠΑΔΟΠΟΥΛΟΣ ΑΝΤΩΝΙΟΣ (ΤΟΝΗΣ) του Σάββα","ΠΑΠΑΔΟΠΟΥΛΟΥ ΧΡΥΣΗ του Μωϋσή ","ΧΑΤΖΗΣΑΒΒΑΣ ΧΡΗΣΤΟΣ του Κωνσταντίνου","Κίνημα Αλλαγής","ΑΝΑΣΤΑΣΙΑΔΗΣ ΓΕΩΡΓΙΟΣ του Δημητρίου","ΜΠΑΝΤΡΑ ΚΑΛΙΡΟΗ του Κωνσταντίνου","ΠΑΡΑΣΤΑΤΙΔΗΣ ΣΤΕΦΑΝΟΣ του Θεοδώρου","ΣΤΕΦΑΝΙΔΟΥ ΑΛΕΞΑΝΔΡΑ του Ιωάννη","ΦΡΑΓΓΙΔΗΣ ΓΕΩΡΓΙΟΣ του Σταύρου","Κ.Κ.Ε.","ΑΛΤΙΠΑΡΜΑΚΙΔΟΥ ΜΑΡΙΑ (ΡΙΑ) του Μιλτιάδη","ΣΙΔΗΡΟΠΟΥΛΟΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου","ΤΣΑΟΥΣΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Λαζάρου","ΦΑΧΟΥΡΙΔΗΣ ΙΩΑΝΝΗΣ του Αριστοτέλη","ΧΑΤΖΗ ΕΙΡΗΝΗ του Αρέθα","Ένωση Κεντρώων","ΑΝΔΡΙΩΤΗ ΕΥΣΤΡΑΤΙΑ του Γαβριήλ","ΕΛΕΥΘΕΡΙΑΔΗΣ ΧΑΡΑΛΑΜΠΟΣ του Δημητρίου","ΝΙΚΟΛΑΟΥ ΧΡΗΣΤΟΣ του Χαράλαμπου","Ο.Κ.Δ.Ε.","ΚΑΖΑΝΤΖΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου","ΑΝΤ.ΑΡ.ΣΥ.Α.","ΜΑΛΓΑΡΙΝΟΥ ΒΑΣΙΛΙΚΗ του Νικολάου","Ελλήνων Συνέλευσις","ΒΑΡΥΤΙΜΙΔΗΣ ΘΕΟΦΙΛΟΣ του Σάββα","ΜΑΚΕΝΑΤΖΗ ΜΑΡΓΑΡΙΤΑ του Ιωσήφ","ΜΙΧΑΗΛΙΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου","ΣΑΦΑΡΙΔΟΥ ΖΩΓΙΑ του Γεωργίου","ΣΥΓΚΟΥ ΜΑΛΑΜΑΤΗ του Δημητρίου","Ελληνική Λύση - Κ. Βελόπουλος","ΓΕΩΡΓΙΑΔΗΣ ΚΩΝΣΤΑΝΤΙΝΟΣ του Γεωργίου","ΚΑΤΣΙΛΟΓΙΑΝΝΗ ΕΛΕΝΗ του Αθανασίου","ΣΑΒΒΙΔΟΥ ΠΑΡΘΕΝΑ του Ιωάννη","ΤΣΑΝΤΗΛΟΓΙΑΝΝΗΣ ΝΙΚΟΛΑΟΣ του Αθανασίου","Κ.Κ.Ε. (μ-λ)","ΧΑΤΖΗΝΙΚΟΛΑΟΥ ΝΙΚΟΛΑΟΣ του Ηλία","Μ-Λ Κ.Κ.Ε.","ΖΑΧΑΡΟΠΟΥΛΟΥ ΙΩΑΝΝΑ του Ευαγγέλου","Ε.ΠΑ.Μ - Α.Κ.Κ.ΕΛ","ΔΗΜΟΛΑΪΔΗΣ ΟΔΥΣΣΕΥΣ του Θεοδώρου","ΜΟΥΡΑΤΙΔΟΥ ΜΑΡΙΑ του Παναγιώτη","ΠΑΠΑΚΩΝΣΤΑΝΤΙΝΟΥ ΚΩΝΣΤΑΝΤΙΝΟΣ του Σταύρου","Λαϊκή Ενότητα","ΚΟΥΛΙΝΑΣ ΑΝΑΣΤΑΣΙΟΣ του Δημητρίου","ΜΠΙΜΠΑΣΗΣ ΧΡΗΣΤΟΣ του Γεωργίου","ΣΑΜΑΡΑ ΑΡΙΑΔΝΗ του Στεφάνου","ΜέΡΑ25","ΓΕΩΡΓΙΑΔΗΣ ΓΕΩΡΓΙΟΣ του Αλεξίου","ΚΑΣΚΑΡΙΔΟΥ ΜΑΡΙΑ του ΟΔΥΣΣΕΑ","ΚΩΤΣΑΡΗΣ ΔΗΜΗΤΡΙΟΣ του Γεωργίου","ΣΠΥΡΛΙΑΔΟΥ ΣΟΦΙΑ του Νικολάου","Δημιουργία ξανά - Θ. Τζήμερος","ΚΑΡΑΚΑΤΣΑΝΙΔΗΣ ΔΗΜΗΤΡΙΟΣ του Νικολάου","ΜΠΡΟΒΑΣ ΤΗΛΕΜΑΧΟΣ του Αθανασίου","ΠΑΠΑΡΙΖΟΥ ΑΘΑΝΑΣΙΑ του Χρήστου","Πλεύση Ελευθερίας - Ζωή Κωνστ.","ΡΑΦΤΟΠΟΥΛΟΣ ΝΙΚΟΛΑΟΣ του Σπύρου"
"10 - Κιλκίς","1 E.T. Δήμου Κιλκίς","0425","0238","0004","0002","0006","0232","0080","0017","0003","0007","0027","0005","0062","0004","0026","0015","0000","0009","0011","0000","0001","0000","0000","0005","0028","0003","0000","0006","0001","0016","0014","0001","0008","0000","0001","0001","0004","0000","0002","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0020","0012","0002","0000","0000","0000","0000","0000","0000","0001","0000","0000","0000","0001","0000","0000","0000","0005","0000","0001","0000","0000","0001","0000","0000","0000","0005","0000"
"10 - Κιλκίς","2 E.T. Δήμου Κιλκίς","0459","0239","0004","0000","0004","0235","0048","0015","0006","0006","0010","0004","0116","0021","0036","0032","0005","0010","0006","0000","0000","0001","0000","0002","0021","0002","0000","0003","0001","0015","0009","0000","0004","0002","0000","0000","0001","0001","0000","0000","0000","0000","0001","0000","0002","0000","0000","0000","0000","0000","0010","0002","0000","0005","0000","0002","0000","0000","0000","0001","0000","0000","0000","0000","0000","0000","0000","0011","0002","0001","0001","0000","0002","0000","0000","0000","0005","0000"
"10 - Κιλκίς","3 E.T. Δήμου Κιλκίς","0437","0225","0001","0002","0003","0222","0058","0007","0008","0008","0016","0001","0076","0010","0016","0035","0006","0006","0013","0004","0000","0001","0001","0004","0016","0005","0000","0004","0000","0007","0019","0003","0010","0000","0002","0000","0003","0000","0000","0000","0000","0000","0001","0001","0000","0000","0000","0000","0000","0000","0023","0011","0001","0004","0000","0001","0001","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0007","0003","0001","0000","0000","0001","0000","0000","0000","0004","0001"
"10 - Κιλκίς","4 E.T. Δήμου Κιλκίς","0475","0235","0000","0003","0003","0232","0054","0012","0003","0005","0013","0004","0075","0008","0021","0026","0000","0010","0006","0000","0000","0003","0000","0003","0029","0002","0000","0011","0002","0011","0018","0002","0004","0001","0006","0000","0002","0000","0000","0000","0000","0000","0001","0000","0000","0000","0000","0000","0000","0000","0020","0003","0000","0008","0000","0000","0000","0000","0000","0000","0000","0000","0000","0001","0000","0001","0000","0013","0003","0000","0000","0000","0002","0000","0000","0000","0011","0008"
"10 - Κιλκίς","5 E.T. Δήμου Κιλκίς","0366","0193","0006","0006","0012","0181","0068","0023","0001","0007","0010","0004","0056","0007","0009","0020","0015","0002","0016","0003","0003","0001","0000","0006","0018","0001","0000","0002","0001","0011","0006","0000","0001","0000","0003","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0009","0004","0000","0003","0001","0000","0000","0000","0000","0000","0000","0000","0000","0001","0000","0000","0000","0005","0001","0000","0000","0001","0001","0000","0000","0000","0001","0001"
"10 - Κιλκίς","6 E.T. Δήμου Κιλκίς","0367","0222","0006","0005","0011","0211","0043","0015","0003","0007","0001","0006","0082","0004","0020","0020","0023","0005","0014","0000","0001","0008","0000","0004","0023","0006","0000","0006","0000","0009","0010","0001","0004","0000","0000","0000","0005","0001","0000","0001","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0017","0005","0000","0008","0000","0000","0000","0000","0000","0001","0001","0000","0000","0000","0000","0000","0000","0010","0001","0004","0000","0000","0004","0000","0000","0001","0002","0001"
"10 - Κιλκίς","7 E.T. Δήμου Κιλκίς","0421","0205","0004","0005","0009","0196","0034","0017","0004","0002","0003","0001","0074","0009","0018","0015","0021","0007","0017","0001","0000","0011","0000","0002","0030","0006","0000","0007","0003","0012","0006","0000","0003","0000","0001","0000","0003","0001","0000","0001","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0022","0009","0000","0012","0001","0000","0000","0000","0000","0003","0000","0001","0000","0000","0000","0000","0000","0004","0000","0001","0000","0001","0002","0000","0001","0000","0001","0001"
"10 - Κιλκίς","8 E.T. Δήμου Κιλκίς","0289","0194","0006","0002","0008","0186","0048","0028","0000","0004","0002","0002","0065","0006","0021","0014","0004","0010","0010","0002","0000","0001","0000","0005","0023","0004","0000","0009","0004","0005","0006","0002","0000","0000","0001","0000","0001","0000","0000","0000","0000","0000","0001","0000","0000","0000","0000","0000","0000","0000","0017","0002","0000","0013","0000","0000","0000","0000","0000","0001","0000","0000","0000","0000","0000","0000","0000","0006","0001","0000","0001","0000","0004","0000","0000","0000","0004","0000"
"10 - Κιλκίς","9 E.T. Δήμου Κιλκίς","0371","0231","0002","0003","0005","0226","0065","0023","0005","0008","0003","0003","0083","0006","0031","0011","0003","0011","0009","0001","0000","0001","0000","0005","0027","0005","0001","0010","0002","0007","0007","0000","0001","0000","0003","0002","0002","0000","0000","0000","0000","0000","0001","0000","0000","0000","0000","0000","0000","0000","0012","0002","0000","0010","0000","0000","0000","0000","0000","0002","0000","0000","0000","0000","0000","0000","0000","0011","0001","0000","0002","0002","0001","0000","0000","0000","0006","0000"
"10 - Κιλκίς","10 E.T. Δήμου Κιλκίς","0521","0352","0008","0006","0014","0338","0083","0029","0009","0016","0007","0005","0132","0027","0044","0040","0002","0009","0021","0000","0003","0011","0000","0005","0032","0007","0000","0009","0003","0011","0013","0004","0006","0000","0001","0000","0007","0000","0000","0000","0000","0000","0000","0000","0002","0000","0000","0000","0000","0000","0020","0008","0000","0006","0001","0000","0000","0001","0000","0001","0000","0000","0000","0000","0000","0000","0000","0014","0004","0004","0000","0000","0001","0000","0000","0000","0011","0000"
"10 - Κιλκίς","11 E.T. Δήμου Κιλκίς","0520","0289","0006","0002","0008","0281","0100","0035","0007","0016","0005","0001","0092","0021","0023","0030","0000","0005","0017","0000","0000","0005","0000","0006","0013","0005","0001","0001","0003","0002","0020","0001","0013","0000","0001","0002","0007","0000","0000","0000","0000","0000","0001","0000","0001","0000","0000","0000","0000","0000","0016","0006","0000","0004","0000","0000","0000","0000","0000","0000","0000","0000","0000","0001","0000","0000","0000","0006","0003","0000","0001","0001","0004","0000","0000","0000","0003","0000"
"10 - Κιλκίς","12 E.T. Δήμου Κιλκίς","0533","0291","0004","0002","0006","0285","0088","0039","0005","0011","0006","0004","0094","0020","0025","0031","0005","0003","0005","0001","0000","0001","0000","0002","0016","0002","0001","0006","0001","0005","0034","0000","0020","0003","0002","0001","0004","0002","0001","0000","0000","0000","0001","0001","0002","0000","0000","0000","0001","0000","0015","0006","0001","0005","0000","0000","0000","0000","0000","0000","0000","0000","0000","0001","0000","0001","0000","0014","0003","0000","0000","0001","0003","0000","0000","0001","0008","0003"
"10 - Κιλκίς","13 E.T. Δήμου Κιλκίς","0467","0280","0003","0002","0005","0275","0059","0021","0001","0010","0008","0002","0083","0013","0015","0027","0001","0017","0016","0002","0000","0003","0001","0006","0039","0004","0000","0004","0005","0025","0019","0000","0010","0000","0006","0001","0006","0000","0000","0000","0001","0000","0000","0000","0000","0000","0000","0000","0000","0000","0028","0006","0003","0014","0002","0001","0000","0000","0000","0002","0000","0000","0000","0002","0000","0000","0000","0012","0002","0001","0000","0001","0003","0000","0000","0000","0004","0000"
"10 - Κιλκίς","14 E.T. Δήμου Κιλκίς","0426","0242","0003","0003","0006","0236","0044","0017","0004","0006","0004","0001","0125","0018","0044","0022","0012","0016","0015","0001","0000","0006","0000","0004","0012","0004","0000","0002","0001","0003","0009","0000","0002","0000","0002","0000","0003","0000","0000","0000","0000","0000","0001","0000","0002","0000","0000","0000","0000","0000","0015","0001","0001","0011","0000","0000","0000","0000","0000","0001","0000","0000","0000","0000","0000","0000","0000","0004","0000","0000","0000","0000","0000","0000","0000","0000","0005","0000"
"10 - Κιλκίς","15 E.T. Δήμου Κιλκίς","0404","0239","0004","0002","0006","0233","0061","0024","0002","0003","0008","0004","0073","0004","0025","0025","0006","0004","0017","0000","0000","0001","0000","0009","0034","0009","0000","0008","0002","0012","0006","0001","0001","0000","0000","0000","0003","0000","0001","0002","0000","0000","0001","0000","0000","0000","0000","0000","0000","0000","0019","0005","0000","0006","0000","0000","0000","0000","0000","0000","0000","0000","0000","0001","0001","0000","0000","0009","0001","0003","0000","0001","0002","0000","0000","0000","0007","0005"
"10 - Κιλκίς","16 E.T. Δήμου Κιλκίς","0418","0242","0001","0003","0004","0238","0040","0021","0001","0007","0008","0002","0127","0015","0028","0038","0011","0014","0009","0000","0000","0002","0001","0002","0021","0006","0000","0002","0001","0007","0006","0001","0000","0000","0003","0000","0003","0000","0000","0000","0000","0000","0002","0000","0000","0000","0000","0000","0000","0000","0012","0003","0001","0003","0000","0000","0000","0000","0000","0001","0000","0000","0000","0001","0000","0000","0000","0010","0000","0000","0001","0003","0003","0000","0000","0000","0003","0000"
"10 - Κιλκίς","17 E.T. Δήμου Κιλκίς","0481","0248","0001","0002","0003","0245","0032","0008","0000","0003","0001","0006","0132","0013","0040","0044","0017","0004","0018","0003","0001","0005","0000","0004","0020","0004","0000","0006","0001","0009","0004","0000","0000","0001","0000","0002","0005","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0019","0008","0004","0004","0001","0000","0000","0000","0000","0001","0000","0000","0000","0001","0000","0000","0000","0003","0000","0000","0000","0001","0001","0000","0000","0000","0009","0000"
"10 - Κιλκίς","18 E.T. Δήμου Κιλκίς","0297","0195","0002","0002","0004","0191","0022","0006","0008","0003","0000","0001","0125","0036","0042","0025","0014","0003","0005","0001","0000","0002","0000","0001","0013","0001","0000","0002","0000","0010","0004","0000","0001","0000","0002","0001","0002","0000","0000","0000","0000","0000","0000","0000","0001","0000","0000","0000","0000","0000","0012","0004","0002","0004","0000","0000","0000","0001","0000","0001","0000","0000","0000","0001","0000","0000","0000","0003","0000","0002","0000","0000","0000","0000","0000","0000","0001","0000"
"10 - Κιλκίς","19 E.T. Δήμου Κιλκίς","0505","0310","0002","0000","0002","0308","0075","0027","0005","0025","0008","0001","0142","0008","0046","0036","0036","0002","0010","0000","0000","0000","0001","0007","0033","0005","0000","0006","0000","0019","0011","0001","0000","0001","0005","0000","0002","0000","0000","0000","0000","0000","0001","0000","0004","0000","0001","0001","0001","0000","0014","0002","0005","0005","0000","0000","0000","0000","0000","0006","0000","0002","0002","0001","0000","0000","0000","0005","0000","0001","0001","0002","0000","0000","0000","0000","0004","0001"
"10 - Κιλκίς","20 E.T. Δήμου Κιλκίς","0413","0226","0002","0002","0004","0222","0056","0013","0003","0015","0014","0005","0094","0029","0024","0014","0005","0018","0005","0000","0000","0002","0000","0003","0020","0004","0000","0010","0003","0003","0021","0002","0000","0001","0014","0000","0000","0000","0000","0000","0000","0000","0002","0000","0000","0000","0000","0000","0000","0000","0016","0007","0000","0005","0002","0000","0000","0000","0000","0002","0000","0000","0000","0000","0000","0000","0000","0005","0003","0001","0000","0000","0000","0000","0000","0000","0001","0000"
"10 - Κιλκίς","21 E.T. Δήμου Κιλκίς","0397","0222","0000","0001","0001","0221","0062","0014","0002","0028","0008","0006","0098","0016","0045","0012","0006","0013","0009","0001","0000","0000","0001","0003","0025","0006","0000","0009","0001","0008","0002","0000","0000","0000","0001","0000","0002","0000","0001","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0012","0005","0000","0001","0000","0001","0001","0000","0000","0002","0000","0000","0000","0000","0000","0000","0000","0003","0002","0000","0001","0000","0000","0000","0000","0000","0005","0001"
"10 - Κιλκίς","22 E.T. Δήμου Κιλκίς","0397","0226","0003","0000","0003","0223","0066","0015","0002","0007","0025","0002","0066","0012","0019","0010","0001","0011","0006","0000","0000","0000","0002","0001","0032","0000","0000","0022","0000","0009","0026","0002","0000","0001","0021","0000","0001","0000","0000","0000","0000","0000","0002","0000","0000","0000","0000","0000","0000","0000","0012","0003","0000","0004","0003","0000","0000","0000","0000","0002","0000","0000","0000","0000","0000","0000","0000","0006","0000","0000","0000","0003","0000","0000","0000","0000","0004","0000"
"10 - Κιλκίς","23 E.T. Δήμου Κιλκίς","0487","0261","0001","0000","0001","0260","0067","0012","0001","0033","0014","0007","0104","0024","0049","0008","0001","0013","0009","0001","0000","0002","0002","0002","0041","0002","0001","0018","0001","0018","0017","0001","0001","0001","0011","0000","0002","0000","0000","0001","0001","0000","0000","0000","0000","0000","0000","0000","0000","0000","0010","0003","0001","0002","0001","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0004","0000","0003","0000","0000","0001","0000","0000","0000","0004","0003"
"10 - Κιλκίς","24 E.T. Δήμου Κιλκίς","0403","0198","0001","0000","0001","0197","0059","0011","0001","0009","0025","0000","0076","0001","0019","0027","0000","0024","0004","0001","0000","0000","0000","0003","0013","0000","0000","0010","0001","0002","0030","0009","0002","0013","0005","0000","0005","0001","0004","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0006","0002","0002","0000","0000","0000","0000","0000","0000","0001","0000","0000","0001","0000","0000","0000","0000","0001","0000","0001","0000","0000","0001","0000","0000","0000","0001","0000"
"10 - Κιλκίς","25 E.T. Δήμου Κιλκίς","0420","0224","0001","0001","0002","0222","0054","0009","0005","0008","0008","0006","0111","0025","0021","0028","0003","0024","0005","0001","0000","0001","0000","0001","0018","0003","0000","0007","0002","0004","0015","0001","0002","0000","0009","0001","0002","0000","0000","0000","0000","0000","0000","0000","0001","0000","0000","0000","0000","0000","0010","0005","0000","0003","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0005","0001","0000","0000","0001","0001","0000","0000","0000","0000","0000"
"10 - Κιλκίς","26 E.T. Δήμου Κιλκίς","0431","0267","0002","0000","0002","0265","0067","0018","0003","0007","0012","0007","0093","0020","0045","0016","0001","0008","0011","0002","0000","0003","0000","0004","0032","0004","0000","0010","0000","0008","0016","0002","0000","0000","0007","0000","0003","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0026","0009","0000","0007","0000","0000","0000","0000","0000","0002","0000","0000","0000","0000","0000","0000","0000","0011","0001","0002","0001","0000","0002","0000","0000","0000","0002","0000"
"10 - Κιλκίς","27 E.T. Δήμου Κιλκίς","0516","0259","0001","0001","0002","0257","0057","0028","0004","0008","0005","0003","0122","0020","0042","0030","0009","0010","0012","0000","0000","0000","0001","0007","0021","0002","0000","0009","0000","0001","0017","0002","0001","0000","0009","0002","0004","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0007","0001","0000","0003","0000","0000","0000","0001","0000","0001","0000","0000","0000","0000","0000","0000","0000","0006","0002","0000","0000","0000","0002","0000","0000","0000","0007","0000"
"10 - Κιλκίς","28 E.T. Δήμου Κιλκίς","0527","0293","0010","0001","0011","0282","0074","0032","0006","0012","0010","0004","0108","0013","0039","0030","0005","0007","0006","0001","0000","0001","0000","0003","0045","0006","0000","0017","0000","0018","0009","0000","0002","0000","0004","0000","0007","0000","0000","0000","0000","0000","0000","0000","0003","0000","0000","0000","0000","0000","0009","0003","0000","0001","0000","0000","0000","0000","0000","0002","0000","0000","0000","0004","0000","0000","0000","0008","0001","0000","0001","0003","0003","0000","0000","0000","0004","0000"
"10 - Κιλκίς","29 E.T. Δήμου Κιλκίς","0510","0307","0005","0002","0007","0300","0064","0030","0003","0005","0010","0003","0113","0005","0044","0029","0007","0018","0014","0001","0001","0000","0000","0009","0036","0006","0000","0007","0001","0021","0023","0004","0000","0001","0009","0002","0008","0004","0003","0000","0000","0000","0001","0000","0003","0000","0000","0000","0003","0000","0010","0006","0001","0001","0000","0000","0000","0000","0000","0002","0000","0001","0000","0001","0000","0000","0000","0014","0003","0001","0003","0002","0005","0000","0002","0002","0006","0003"
"10 - Κιλκίς","30 E.T. Δήμου Κιλκίς","0519","0270","0004","0002","0006","0264","0073","0034","0002","0013","0006","0004","0100","0012","0036","0028","0007","0017","0008","0001","0000","0000","0000","0005","0032","0000","0000","0021","0000","0010","0012","0001","0001","0000","0003","0001","0005","0002","0000","0000","0000","0000","0003","0002","0002","0000","0000","0000","0001","0000","0008","0006","0000","0002","0000","0001","0001","0004","0003","0002","0000","0000","0001","0000","0000","0000","0000","0008","0001","0000","0002","0002","0002","0000","0000","0001","0004","0003"
"10 - Κιλκίς","31 E.T. Δήμου Κιλκίς","0508","0338","0009","0001","0010","0328","0062","0033","0004","0005","0004","0004","0138","0017","0049","0032","0005","0021","0024","0002","0002","0001","0001","0013","0055","0003","0000","0017","0001","0033","0007","0000","0000","0000","0005","0000","0003","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0015","0007","0002","0000","0001","0000","0000","0000","0000","0001","0000","0000","0000","0001","0000","0001","0000","0012","0000","0002","0004","0000","0005","0001","0000","0001","0005","0003"
"10 - Κιλκίς","32 E.T. Δήμου Κιλκίς","0531","0253","0002","0001","0003","0250","0071","0022","0003","0010","0013","0011","0097","0008","0046","0020","0006","0013","0015","0000","0000","0001","0001","0007","0018","0002","0000","0005","0001","0009","0012","0001","0000","0000","0007","0000","0002","0000","0000","0000","0000","0000","0001","0000","0000","0000","0000","0000","0000","0000","0014","0007","0002","0004","0000","0000","0000","0000","0000","0003","0000","0000","0000","0001","0000","0000","0000","0008","0000","0002","0002","0002","0001","0000","0000","0000","0007","0000"
"10 - Κιλκίς","33 E.T. Δήμου Κιλκίς","0514","0265","0003","0003","0006","0259","0064","0020","0002","0006","0019","0005","0099","0011","0044","0021","0010","0006","0009","0000","0001","0003","0000","0004","0040","0011","0000","0014","0000","0013","0016","0001","0000","0000","0011","0000","0005","0002","0000","0000","0000","0000","0002","0000","0000","0000","0000","0000","0000","0000","0009","0006","0000","0001","0001","0001","0000","0000","0000","0002","0000","0001","0001","0002","0000","0001","0000","0008","0000","0001","0003","0002","0000","0000","0000","0000","0002","0000"
"10 - Κιλκίς","34 E.T. Δήμου Κιλκίς","0507","0252","0004","0001","0005","0247","0082","0035","0008","0014","0012","0005","0070","0007","0032","0016","0005","0005","0017","0002","0000","0001","0001","0010","0026","0005","0000","0003","0001","0016","0006","0001","0001","0000","0003","0000","0006","0003","0002","0001","0000","0000","0005","0005","0004","0000","0000","0002","0002","0000","0008","0004","0000","0001","0001","0001","0000","0000","0000","0001","0000","0001","0000","0001","0000","0000","0000","0010","0004","0001","0002","0000","0004","0001","0002","0001","0006","0003"
"10 - Κιλκίς","35 E.T. Δήμου Κιλκίς","0504","0251","0000","0001","0001","0250","0074","0025","0008","0017","0015","0003","0088","0006","0047","0015","0008","0004","0007","0000","0000","0000","0000","0004","0024","0002","0000","0011","0000","0011","0014","0003","0000","0001","0005","0001","0007","0002","0001","0001","0000","0000","0001","0000","0001","0000","0000","0000","0001","0000","0015","0002","0000","0008","0000","0000","0000","0000","0000","0008","0000","0007","0000","0000","0000","0000","0000","0010","0002","0002","0001","0000","0000","0000","0000","0000","0001","0000"
"10 - Κιλκίς","36 E.T. Δήμου Κιλκίς","0532","0316","0000","0000","0000","0316","0079","0036","0005","0013","0015","0004","0123","0017","0047","0033","0007","0013","0011","0002","0000","0003","0001","0004","0040","0001","0000","0020","0001","0017","0020","0001","0002","0002","0009","0000","0002","0000","0000","0000","0000","0000","0000","0000","0003","0000","0000","0000","0000","0000","0017","0006","0002","0003","0001","0001","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0010","0001","0002","0002","0002","0004","0000","0000","0000","0006","0000"
"10 - Κιλκίς","37 E.T. Δήμου Κιλκίς","0515","0276","0002","0003","0005","0271","0066","0035","0004","0009","0008","0006","0086","0013","0040","0018","0003","0006","0015","0001","0000","0001","0000","0010","0042","0005","0001","0009","0003","0016","0006","0000","0000","0000","0005","0000","0005","0000","0000","0000","0000","0000","0000","0000","0001","0000","0000","0000","0000","0000","0025","0009","0001","0010","0000","0000","0000","0000","0000","0003","0000","0000","0000","0000","0000","0000","0000","0016","0001","0003","0000","0005","0004","0000","0002","0001","0002","0000"
"10 - Κιλκίς","38 E.T. Δήμου Κιλκίς","0530","0269","0003","0005","0008","0261","0066","0035","0001","0009","0009","0004","0110","0013","0049","0024","0002","0016","0008","0001","0000","0000","0001","0006","0028","0003","0000","0012","0000","0013","0012","0001","0000","0000","0007","0000","0004","0000","0000","0000","0000","0000","0002","0000","0000","0000","0000","0000","0000","0000","0012","0006","0001","0003","0000","0000","0000","0000","0000","0001","0000","0000","0000","0000","0000","0000","0000","0012","0001","0001","0001","0004","0002","0000","0000","0000","0004","0000"
"10 - Κιλκίς","39 E.T. Δήμου Κιλκίς","0514","0277","0004","0002","0006","0271","0051","0016","0001","0007","0008","0003","0113","0013","0048","0027","0009","0010","0015","0000","0000","0000","0001","0005","0031","0005","0000","0014","0000","0007","0020","0002","0001","0004","0006","0001","0004","0000","0001","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0009","0002","0002","0002","0000","0000","0000","0000","0000","0000","0000","0000","0000","0001","0001","0000","0000","0014","0002","0006","0003","0001","0009","0003","0001","0000","0004","0001"
"10 - Κιλκίς","40 E.T. Δήμου Κιλκίς","0553","0308","0002","0004","0006","0302","0084","0033","0004","0011","0018","0006","0116","0008","0055","0019","0001","0023","0008","0002","0000","0001","0001","0002","0041","0004","0000","0017","0001","0019","0015","0001","0000","0000","0012","0001","0005","0000","0000","0000","0000","0000","0001","0000","0002","0000","0000","0000","0000","0000","0010","0004","0000","0005","0000","0002","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0000","0012","0002","0003","0001","0002","0002","0000","0000","0000","0004","0000"
